Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,target
9,0,37,1,643,45,275,20,2,0,0,2,2367,0
18,0,36,3,1470,127,148,45,2,0,0,2,2212,0
12,0,37,1,1613,175,7,46,2,0,0,2,1788,0
12,0,37,2,1049,89,9,27,2,0,0,2,1247,0
11,0,37,1,1180,101,14,14,2,0,0,2,1524,0
14,0,37,0,604,60,15,19,2,0,1,2,864,0
30,0,37,4,1682,219,61,34,2,1,0,2,2064,0
9,0,37,2,829,33,388,10,2,0,0,2,2639,0
14,0,36,1,1710,188,154,32,1,0,0,1,2433,0
8,0,36,2,1276,92,190,28,2,0,0,2,2272,0
5,0,36,0,244,20,7,13,1,0,1,1,379,0
7,0,37,0,207,20,20,10,2,0,1,2,602,0
5,0,36,0,37,6,7,2,1,0,1,1,166,1
8,0,36,1,1373,133,343,45,2,0,0,2,2560,0
12,0,36,2,1566,160,18,49,3,0,0,3,1597,0
13,0,36,2,1307,81,114,39,1,0,0,1,2017,0
28,1,32,0,268,53,23,19,2,0,1,2,731,1
26,0,35,9,1522,99,8,44,4,1,0,4,939,0
18,0,35,2,1163,104,33,26,1,0,0,1,1698,0
6,0,33,1,769,28,7,16,2,0,0,2,806,0
14,1,34,0,808,47,16,18,2,0,1,2,1077,1
14,1,35,0,614,50,41,33,3,0,1,3,898,1
5,0,35,0,63,8,7,4,2,0,1,2,171,1
6,0,35,1,457,31,7,8,3,0,0,3,279,0
8,0,32,2,1315,103,21,24,4,0,0,4,701,0
5,1,35,0,184,13,16,6,3,0,1,3,260,1
5,0,35,2,115,10,11,4,4,0,0,4,86,0
30,0,30,4,1742,232,7,82,1,1,0,1,1936,0
11,0,33,4,1335,122,262,35,2,1,0,2,2428,0
7,0,35,1,936,88,9,30,2,0,0,2,1092,0
8,0,34,0,456,50,45,22,2,0,1,2,1377,0
11,0,35,1,756,59,179,25,1,0,0,1,2184,0
9,0,26,2,362,42,197,13,2,1,0,2,2060,0
9,0,25,1,427,45,37,70,4,0,0,4,376,0
16,0,26,0,204,31,17,9,2,0,1,2,519,0
5,0,25,0,236,16,28,5,3,0,1,3,452,0
15,0,24,1,337,38,26,15,1,0,0,1,1014,0
7,0,24,1,856,67,15,25,2,0,0,2,1107,0
7,0,17,1,465,32,35,16,2,0,0,2,1192,0
21,0,16,2,1258,147,92,44,1,1,0,1,1864,0
17,0,14,1,1456,177,80,42,4,0,0,4,1379,0
13,0,15,4,773,51,38,21,2,0,0,2,1448,0
7,0,8,2,1035,46,219,12,2,0,0,2,2291,0
8,1,8,2,406,25,7,9,2,0,0,2,467,1
9,0,32,0,501,38,2,27,2,0,1,2,433,1
8,0,7,1,376,19,7,5,2,0,0,2,436,1
17,1,36,2,822,50,21,20,2,0,0,2,1184,1
8,0,30,0,1085,86,0,18,1,0,0,1,1311,1
2,0,34,0,18,1,9,3,1,0,1,1,184,1
7,1,30,0,488,36,23,26,2,0,1,2,953,1
0,0,30,0,0,0,0,0,1,0,1,1,0,1
6,0,30,0,720,38,4,14,1,0,1,1,777,1
9,0,32,0,501,38,2,27,2,0,1,2,433,1
0,0,33,0,63,6,0,1,3,0,1,3,25,1
34,1,33,0,456,64,31,19,2,1,1,2,1109,1
9,1,36,0,723,45,17,20,2,0,1,2,1015,1
0,0,4,0,245,13,0,5,1,0,0,1,211,1
7,0,41,0,37,12,15,3,2,0,1,2,307,1
5,0,33,0,373,34,13,16,2,0,1,2,592,1
5,0,31,0,37,6,7,2,3,0,1,3,79,1
23,0,29,0,163,41,0,13,1,0,1,1,139,1
5,1,6,1,390,22,7,7,2,0,0,2,450,1
0,0,32,0,0,0,0,0,2,0,1,2,0,1
1,0,1,0,328,13,0,6,1,0,0,1,278,1
3,1,31,0,535,30,0,16,1,0,1,1,489,1
0,0,33,0,0,0,1,0,1,0,1,1,4,1
0,0,31,0,0,0,0,0,1,0,1,1,0,1
5,0,35,0,63,8,7,4,2,0,1,2,171,1
14,1,35,0,614,50,41,33,3,0,1,3,898,1
5,0,36,0,37,6,7,2,1,0,1,1,166,1
16,0,23,0,116,35,1,14,1,0,1,1,119,1
9,1,29,0,542,40,26,27,2,0,1,2,1079,1
1,1,28,0,631,32,0,12,1,0,1,1,588,1
0,0,36,0,0,0,0,0,1,0,1,1,0,1
0,0,32,0,0,0,2,0,1,0,1,1,15,1
0,0,33,0,110,7,9,4,3,0,1,3,135,1
30,1,37,0,268,59,31,20,2,0,1,2,952,1
1,0,32,0,210,12,10,2,3,0,1,3,196,1
6,1,31,0,514,41,29,29,2,0,1,2,1111,1
0,0,32,0,0,0,0,0,1,0,1,1,0,1
0,1,7,0,298,21,4,10,1,0,0,1,350,1
5,0,35,0,184,13,16,6,3,0,1,3,260,1
5,0,39,0,172,17,24,10,3,0,1,3,364,1
22,0,31,0,88,42,0,19,2,0,1,2,74,1
0,1,0,0,258,9,0,1,1,0,0,1,218,1
0,0,33,0,110,7,9,4,3,0,1,3,135,1
12,0,34,1,1087,93,8,26,1,0,0,1,1463,1
1,1,6,1,262,16,0,7,2,0,0,2,190,1
7,0,40,0,184,19,24,7,3,0,1,3,370,1
8,0,30,0,1085,86,0,18,1,0,0,1,1311,1
15,0,26,0,99,38,4,13,1,0,1,1,174,1
12,0,34,0,761,46,7,15,2,0,1,2,797,1
4,0,30,0,649,35,2,14,1,0,1,1,664,1
12,0,34,0,761,46,7,15,2,0,1,2,797,1
0,0,28,0,0,0,0,0,1,0,1,1,0,1
15,1,39,0,637,52,51,37,3,0,1,3,1065,1
4,1,27,0,466,34,19,25,2,0,1,2,828,1
0,0,1,0,203,5,0,4,1,0,0,1,163,1
0,0,30,0,266,27,2,29,2,0,1,2,236,1
1,0,1,0,328,13,0,6,1,0,0,1,278,1
14,0,35,0,614,50,41,33,3,0,1,3,898,1
0,0,36,0,41,7,10,3,3,0,1,3,114,1
11,1,38,0,531,50,42,32,3,0,1,3,859,1
6,0,30,0,720,38,4,14,1,0,1,1,777,1
0,0,31,0,0,0,0,0,2,0,1,2,0,1
9,0,32,0,734,41,9,16,2,0,1,2,824,1
0,0,30,0,0,0,0,0,1,0,1,1,0,1
5,0,29,0,37,6,7,2,3,0,1,3,79,1
0,0,33,0,0,0,0,0,2,0,1,2,0,1
0,0,31,0,0,0,0,0,1,0,1,1,0,1
12,1,35,1,546,47,39,33,2,0,0,2,1328,1
0,0,28,0,0,0,0,0,2,0,1,2,0,1
4,0,32,0,485,44,59,33,2,0,1,2,1550,1
8,1,8,2,407,25,7,9,2,0,0,2,468,1
8,1,27,0,1100,88,11,18,1,0,0,1,1509,1
9,1,29,0,542,40,26,27,2,0,1,2,1079,1
5,0,36,0,37,6,7,2,1,0,1,1,166,1
0,0,35,0,12,6,32,4,1,0,1,1,763,1
9,1,12,3,427,27,17,13,2,0,0,2,726,1
0,0,36,0,0,0,0,0,1,0,1,1,0,1
12,0,30,0,614,44,33,32,2,0,1,2,1263,1
8,1,9,3,438,31,39,13,2,0,0,2,1252,1
4,1,31,0,683,41,34,18,2,0,1,2,1324,1
18,0,34,1,1145,98,7,22,1,0,0,1,1517,1
4,0,10,2,348,21,10,11,2,0,0,2,485,1
17,0,24,0,93,39,0,11,1,0,1,1,92,1
4,0,33,0,258,17,30,19,3,0,1,3,499,1
5,0,35,0,37,6,7,2,3,0,1,3,79,1
8,1,12,2,395,29,15,13,2,0,0,2,660,1
5,1,6,1,390,22,7,7,2,0,0,2,450,1
5,0,29,0,37,6,7,2,3,0,1,3,79,1
0,0,34,0,0,0,0,0,1,0,1,1,0,1
5,1,2,0,338,15,7,3,2,0,0,2,398,1
4,0,26,0,663,31,0,10,1,0,1,1,621,1
3,1,5,0,301,13,0,3,1,0,0,1,247,1
0,0,4,0,0,0,0,0,1,0,0,1,0,1
24,0,29,0,297,52,17,15,1,0,1,1,703,1
8,1,33,0,618,36,0,18,2,0,1,2,493,1
5,1,29,0,1091,89,14,20,1,0,0,1,1537,1
12,0,32,0,564,42,30,28,3,0,1,3,687,1
0,1,37,0,97,11,17,8,3,0,1,3,223,1
5,0,40,0,28,10,15,6,1,0,1,1,346,1
4,1,24,1,286,36,190,11,1,1,0,1,2146,1
0,0,35,0,0,0,3,0,2,0,1,2,27,1
12,0,34,0,761,46,7,15,2,0,1,2,797,1
14,1,34,0,808,47,16,18,2,0,1,2,1077,1
18,0,27,0,86,35,0,11,1,0,1,1,81,1
8,0,37,2,76,11,12,6,2,0,0,2,284,1
6,1,35,0,649,41,10,15,2,0,1,2,761,1
8,0,30,0,1085,86,0,18,1,0,0,1,1311,1
3,0,30,0,63,2,0,3,2,0,1,2,49,1
16,1,40,0,614,56,49,34,3,0,1,3,1022,1
9,1,36,0,723,45,17,20,2,0,1,2,1015,1
2,1,4,2,404,23,14,20,2,0,0,2,647,1
15,0,26,0,99,38,4,13,1,0,1,1,174,1
2,0,25,0,649,29,0,13,1,0,1,1,608,1
0,0,38,0,0,0,8,0,1,0,1,1,122,1
3,1,26,0,624,33,0,10,1,0,1,1,582,1
0,0,29,0,0,0,0,0,1,0,1,1,0,1
0,0,31,0,41,1,2,2,3,0,1,3,34,1
9,1,12,3,427,27,17,13,2,0,0,2,726,1
8,1,27,0,1100,88,11,18,1,0,0,1,1509,1
6,0,30,0,707,36,11,17,1,0,1,1,975,1
9,0,35,0,212,18,28,19,2,0,1,2,802,1
0,0,37,0,8,6,8,6,2,0,1,2,120,1
2,1,4,2,404,23,14,20,2,0,0,2,647,1
1,1,6,1,262,16,0,7,2,0,0,2,190,1
10,1,41,0,249,23,31,12,3,0,1,3,510,1
5,0,35,0,63,8,7,4,2,0,1,2,171,1
0,1,29,0,0,0,0,0,2,0,1,2,0,1
13,0,33,1,1122,98,26,24,1,0,0,1,1656,1
3,0,35,1,19,5,5,4,2,0,0,2,96,1
0,0,37,0,0,0,1,0,1,0,1,1,4,1
2,0,36,0,153,15,20,9,3,0,1,3,293,1
5,0,35,0,184,13,16,6,3,0,1,3,260,1
4,0,30,0,649,35,2,14,1,0,1,1,664,1
0,0,23,0,159,10,21,3,3,0,1,3,314,1
5,0,35,0,63,8,7,4,2,0,1,2,171,1
0,1,28,0,0,0,0,0,1,0,1,1,0,1
14,1,35,0,614,50,41,33,3,0,1,3,898,1
2,0,38,0,14,8,8,3,2,0,1,2,131,1
22,1,27,0,385,42,25,9,2,0,1,2,914,1
11,1,36,0,578,52,45,36,2,0,1,2,1446,1
5,1,11,2,328,25,8,8,2,0,0,2,413,1
4,0,33,0,258,17,30,19,3,0,1,3,499,1
30,0,35,0,319,61,34,24,2,0,1,2,1069,1
3,0,6,1,328,19,0,7,2,0,0,2,241,1
5,1,35,0,37,6,7,2,2,0,1,2,145,1
2,0,31,0,401,37,18,26,2,0,1,2,730,1
10,0,41,0,127,18,22,10,2,0,1,2,566,1
0,0,33,0,0,0,25,0,1,0,1,1,542,1
28,1,32,0,268,53,23,19,2,0,1,2,731,1
10,0,34,0,1111,100,30,27,1,0,0,1,1672,1
0,1,29,0,0,0,0,0,2,0,1,2,0,1
1,0,38,0,7,2,10,4,1,0,1,1,182,1
11,1,38,0,531,50,42,32,3,0,1,3,859,1
5,0,35,0,473,40,37,33,2,0,1,2,1241,1
4,1,31,0,454,38,27,29,2,0,1,2,1019,1
0,1,5,1,280,19,25,9,2,0,0,2,786,1
10,0,35,0,457,40,20,18,2,0,1,2,845,1
1,0,37,0,22,4,10,6,2,0,1,2,181,1
5,0,39,0,53,12,15,8,2,0,1,2,327,1
32,1,32,0,424,63,44,34,2,0,1,2,1341,1
11,1,35,0,777,49,20,21,2,0,1,2,1126,1
9,0,37,0,519,48,42,35,2,0,1,2,1369,1
0,0,27,0,0,0,0,0,1,0,1,1,0,1
0,1,33,0,0,0,0,0,1,0,1,1,0,1
0,0,32,0,0,0,0,0,1,0,1,1,0,1
5,1,6,1,390,22,7,7,2,0,0,2,450,1
23,1,34,0,178,51,24,21,1,0,1,1,772,1
22,0,31,0,88,42,0,19,2,0,1,2,74,1
4,0,10,2,348,21,10,11,2,0,0,2,485,1
3,0,35,0,138,12,7,3,3,0,1,3,124,1
0,1,25,0,0,0,0,0,3,0,0,3,0,1
13,1,32,0,1112,92,0,20,1,0,0,1,1376,1
18,0,34,1,1145,98,7,22,1,0,0,1,1517,1
16,1,40,0,614,56,49,34,3,0,1,3,1022,1
1,0,1,0,328,13,0,6,1,0,0,1,278,1
0,1,31,0,298,28,6,14,2,0,1,2,345,1
9,0,32,0,734,41,9,16,2,0,1,2,824,1
0,1,37,0,97,11,17,8,3,0,1,3,223,1
4,0,31,0,1058,82,0,7,1,0,0,1,1214,1
5,0,33,0,37,6,7,2,1,0,1,1,166,1
5,0,33,0,167,10,11,4,3,0,1,3,187,1
0,0,31,0,80,2,11,5,3,0,1,3,144,1
16,1,37,0,846,55,27,23,2,0,1,2,1322,1
7,0,27,0,1090,90,9,18,1,0,0,1,1478,1
3,0,35,1,19,5,5,4,2,0,0,2,96,1
8,1,8,2,407,25,7,9,2,0,0,2,468,1
0,0,29,0,0,0,0,0,3,0,1,3,0,1
10,1,41,0,249,23,31,12,3,0,1,3,510,1
16,1,39,0,808,53,24,19,2,0,1,2,1235,1
0,1,22,0,205,30,183,9,1,1,0,1,2083,1
11,1,36,0,578,52,45,36,2,0,1,2,1446,1
8,1,37,2,200,16,21,8,3,0,0,3,336,1
10,0,34,0,1111,100,30,27,1,0,0,1,1672,1
2,0,28,0,404,30,16,24,2,0,1,2,691,1
18,1,24,0,126,37,1,11,1,0,1,1,130,1
0,0,34,0,26,8,32,6,2,0,1,2,696,1
5,0,29,0,37,6,7,2,3,0,1,3,79,1
3,0,25,0,1076,82,4,16,1,0,0,1,1364,1
14,0,35,0,614,50,41,33,3,0,1,3,898,1
32,1,32,0,424,63,44,34,2,0,1,2,1341,1
10,0,34,0,1111,100,30,27,1,0,0,1,1672,1
0,0,29,0,0,0,0,0,1,0,1,1,0,1
15,1,34,0,732,55,42,31,2,0,1,2,1479,1
3,1,6,1,328,19,0,7,2,0,0,2,241,1
24,1,34,0,211,49,26,21,2,0,1,2,750,1
0,0,30,0,0,0,0,0,1,0,1,1,0,1
12,0,34,1,750,44,14,18,2,0,0,2,967,1
0,0,33,0,14,2,0,2,2,0,1,2,7,1
4,0,30,0,649,35,2,14,1,0,1,1,664,1
0,0,33,0,50,4,7,4,3,0,0,3,89,1
0,0,28,0,0,0,0,0,3,0,1,3,0,1
9,1,33,0,1074,88,5,9,1,0,0,1,1381,1
0,1,4,0,300,14,2,8,1,0,0,1,297,1
6,1,27,1,330,44,201,16,1,1,0,1,2214,1
0,0,33,0,110,7,9,4,3,0,1,3,135,1
28,1,36,0,255,57,31,23,2,0,1,2,940,1
11,1,35,0,777,49,20,21,2,0,1,2,1126,1
7,0,35,0,110,9,16,7,2,0,1,2,396,1
11,0,37,0,734,47,17,17,2,0,1,2,1032,1
0,1,4,0,300,14,2,8,1,0,0,1,297,1
1,0,38,0,7,2,10,4,1,0,1,1,182,1
25,1,30,0,238,48,25,20,1,0,1,1,880,1
5,0,40,0,28,10,15,6,1,0,1,1,346,1
5,0,36,0,37,6,7,2,1,0,1,1,166,1
16,1,28,0,68,40,0,12,1,0,1,1,69,1
12,0,34,0,761,46,7,15,2,0,1,2,797,1
0,0,4,0,245,13,0,5,1,0,0,1,211,1
7,1,28,0,531,38,26,30,2,0,1,2,1071,1
31,1,34,2,287,56,28,21,2,0,0,2,885,1
14,1,9,3,592,36,15,9,2,0,0,2,853,1
10,0,34,0,1111,100,30,27,1,0,0,1,1672,1
15,0,26,0,99,38,4,13,1,0,1,1,174,1
0,0,25,0,0,0,0,0,1,0,1,1,0,1
9,0,28,0,745,37,7,12,2,0,1,2,771,1
19,1,40,0,859,57,31,24,2,0,1,2,1407,1
0,0,31,0,80,2,11,5,3,0,1,3,144,1
12,0,34,0,761,46,7,15,2,0,1,2,797,1
0,0,33,0,0,0,0,0,2,0,1,2,0,1
0,0,34,0,0,0,0,0,1,0,1,1,0,1
16,1,39,0,808,53,24,19,2,0,1,2,1235,1
6,1,34,0,498,46,38,34,2,0,1,2,1277,1
0,1,31,0,0,0,0,0,3,0,1,3,0,1
5,0,33,0,167,10,11,4,3,0,1,3,187,1
19,0,32,0,134,43,19,19,1,0,1,1,593,1
3,0,30,0,63,2,0,3,2,0,1,2,49,1
9,0,35,0,338,23,37,21,3,0,1,3,664,1
2,0,38,0,110,13,17,5,3,0,1,3,232,1
2,1,30,0,1047,81,0,22,1,0,0,1,1181,1
23,1,30,0,190,47,16,17,1,0,1,1,572,1
0,0,25,0,0,0,0,0,1,0,1,1,0,1
0,0,36,0,41,7,10,3,3,0,1,3,114,1
0,0,34,0,1,4,4,5,2,0,1,2,47,1
0,0,32,0,0,0,0,0,1,0,1,1,0,1
0,0,32,0,0,0,0,0,2,0,1,2,0,1
7,0,40,0,63,14,15,5,2,0,1,2,339,1
4,0,5,1,434,24,1,5,2,0,0,2,353,1
7,1,4,1,384,23,7,5,2,0,0,2,447,1
0,0,33,0,14,2,0,2,2,0,1,2,7,1
0,0,34,0,26,8,32,6,2,0,1,2,696,1
22,1,27,0,385,42,25,9,2,0,1,2,914,1
6,1,34,0,498,46,38,34,2,0,1,2,1277,1
0,1,4,0,246,13,0,5,1,0,1,1,212,1
2,0,33,0,156,8,18,7,3,0,1,3,268,1
2,1,30,0,1047,81,0,22,1,0,0,1,1181,1
7,0,35,0,234,14,25,9,3,0,1,3,405,1
18,1,24,0,126,37,1,11,1,0,1,1,130,1
0,1,5,1,280,19,25,9,2,0,0,2,786,1
6,0,26,0,1095,86,11,21,1,0,0,1,1504,1
9,1,29,0,542,40,26,27,2,0,1,2,1079,1
5,0,29,0,37,6,7,2,2,0,1,2,145,1
2,0,33,0,156,8,18,7,3,0,1,3,268,1
13,1,32,0,1112,92,0,20,1,0,0,1,1376,1
2,0,33,0,156,8,18,7,3,0,1,3,268,1
16,1,35,0,674,51,50,36,3,0,1,3,1066,1
4,0,33,0,258,17,30,19,3,0,1,3,499,1
0,0,33,0,50,4,7,4,3,0,0,3,89,1
2,0,33,0,156,8,18,7,3,0,1,3,268,1
0,0,34,0,0,0,0,0,1,0,1,1,0,1
0,0,28,0,110,1,1,3,3,0,1,3,54,1
0,0,26,0,0,0,0,0,1,0,1,1,0,1
4,0,26,0,663,31,0,10,1,0,1,1,621,1
14,1,35,0,614,50,41,33,3,0,1,3,898,1
14,0,35,0,614,50,41,33,3,0,1,3,898,1
0,1,25,0,382,28,12,23,2,0,1,2,574,1
0,0,25,0,0,0,0,0,1,0,1,1,0,1
9,0,28,0,745,37,7,12,2,0,1,2,771,1
5,1,32,0,37,6,7,2,2,0,1,2,145,1
11,0,28,0,1122,92,18,23,1,0,0,1,1602,1
0,0,28,0,110,1,1,3,3,0,1,3,54,1
8,1,27,0,1100,88,11,18,1,0,0,1,1509,1
0,0,32,0,0,0,0,0,1,0,1,1,0,1
0,1,37,0,97,11,17,8,3,0,1,3,223,1
0,0,33,0,14,2,0,2,2,0,1,2,7,1
19,0,32,0,134,43,19,19,1,0,1,1,593,1
14,0,35,0,1096,94,12,11,1,0,0,1,1518,1
8,0,30,0,805,45,23,29,1,0,1,1,1342,1
0,1,32,0,0,0,0,0,1,0,1,1,0,1
16,1,34,0,848,48,25,21,2,0,1,2,1289,1
0,1,35,0,56,3,12,6,3,0,1,3,142,1
7,0,32,0,669,38,7,16,2,0,0,2,700,1
1,0,6,1,279,18,0,4,2,0,0,2,204,1
12,1,31,0,764,39,7,13,2,0,1,2,800,1
4,0,31,0,1058,82,0,7,1,0,0,1,1214,1
16,0,23,0,116,35,1,14,1,0,1,1,119,1
6,0,30,0,707,36,11,17,1,0,1,1,975,1
18,0,28,0,116,41,9,15,1,0,1,1,300,1
5,0,31,0,37,6,7,2,2,0,1,2,145,1
3,0,7,2,356,25,32,11,2,0,0,2,1050,1
19,0,32,0,134,43,19,19,1,0,1,1,593,1
11,0,36,0,239,19,15,4,2,0,1,2,501,1
7,1,38,0,106,16,18,9,2,0,1,2,446,1
2,1,27,0,593,27,0,9,1,0,1,1,551,1
6,0,34,0,164,13,8,2,2,0,1,2,274,1
0,0,34,0,138,13,41,8,3,0,1,3,602,1
5,0,35,0,473,40,37,33,2,0,1,2,1241,1
0,0,29,0,0,0,0,0,1,0,1,1,0,1
0,0,33,0,50,4,7,4,3,0,0,3,89,1
8,0,31,0,1095,92,19,22,1,0,0,1,1587,1
7,0,40,0,184,19,24,7,3,0,1,3,370,1
17,1,36,2,822,50,21,20,2,0,0,2,1184,1
0,1,31,0,0,0,0,0,3,0,1,3,0,1
17,0,29,0,25,36,0,17,1,0,1,1,32,1
2,1,4,2,404,23,14,20,2,0,0,2,647,1
10,1,8,2,460,26,16,12,2,0,0,2,729,1
5,0,35,0,37,6,7,2,3,0,1,3,79,1
5,1,32,0,37,6,7,2,2,0,1,2,145,1
8,1,8,2,407,25,7,9,2,0,0,2,468,1
0,0,31,0,0,0,0,0,1,0,1,1,0,1
0,0,33,0,0,0,0,0,1,0,1,1,0,1
17,0,29,0,25,36,0,17,1,0,1,1,32,1
8,1,37,2,200,16,21,8,3,0,0,3,336,1
9,0,35,1,1102,94,29,26,1,0,0,1,1661,1
0,0,9,1,245,19,1,6,2,0,0,2,199,1
5,0,36,0,37,6,7,2,1,0,1,1,166,1
10,0,34,0,652,37,7,3,2,0,1,2,695,1
14,0,35,0,832,53,48,22,2,0,1,2,1573,1
7,1,28,0,531,38,26,30,2,0,1,2,1071,1
8,1,28,0,715,39,0,12,2,0,1,2,581,1
0,0,31,0,41,1,2,2,3,0,1,3,34,1
5,1,6,1,390,22,7,7,2,0,0,2,450,1
0,1,28,0,0,0,0,0,1,0,1,1,0,1
0,0,32,0,63,7,34,6,3,0,1,3,437,1
12,0,34,1,1087,93,8,26,1,0,0,1,1463,1
7,0,35,0,110,9,16,7,2,0,1,2,396,1
14,1,9,3,592,36,15,9,2,0,0,2,853,1
5,1,34,0,37,6,7,2,2,0,1,2,145,1
3,0,32,0,346,33,9,31,2,0,1,2,456,1
24,0,32,0,119,43,7,4,2,0,1,2,219,1
8,0,34,0,425,39,16,33,2,0,1,2,704,1
0,0,26,0,0,0,0,0,1,0,1,1,0,1
0,1,33,0,0,0,0,0,1,0,1,1,0,1
8,1,32,1,1106,98,51,26,1,0,0,1,1734,1
2,1,4,2,404,23,14,20,2,0,0,2,647,1
6,0,34,0,164,13,8,2,2,0,1,2,274,1
8,1,8,2,407,25,7,9,2,0,0,2,468,1
2,0,33,0,41,3,9,5,2,0,1,2,183,1
2,0,37,0,17,8,11,5,1,0,1,1,228,1
27,1,28,0,244,51,13,15,2,0,1,2,472,1
0,0,34,0,0,0,0,0,1,0,1,1,0,1
9,0,28,0,745,37,7,12,2,0,1,2,771,1
6,1,35,0,649,41,10,15,2,0,1,2,761,1
7,0,28,0,4,2,0,1,1,0,1,1,1,1
6,0,35,0,131,11,8,2,1,0,1,1,287,1
16,0,30,1,1163,98,25,25,1,0,0,1,1669,1
22,0,26,0,168,45,6,13,1,0,1,1,285,1
0,0,33,0,14,2,0,2,2,0,1,2,7,1
0,0,23,0,159,10,21,3,3,0,1,3,314,1
6,1,34,0,498,46,38,34,2,0,1,2,1277,1
0,1,33,0,0,0,0,0,1,0,1,1,0,1
0,0,33,0,0,0,0,0,1,0,1,1,0,1
6,1,35,0,649,41,10,15,2,0,1,2,761,1
3,1,26,0,624,33,0,10,1,0,1,1,582,1
1,0,1,0,328,13,0,6,1,0,0,1,278,1
5,0,32,0,37,6,7,2,3,0,1,3,79,1
0,0,32,0,0,0,0,0,2,0,1,2,0,1
4,0,26,0,663,31,0,10,1,0,1,1,621,1
7,0,33,0,485,43,25,28,2,0,1,2,1001,1
0,0,33,0,110,7,9,4,3,0,1,3,135,1
18,1,34,0,911,57,37,33,2,0,1,2,1516,1
0,0,34,0,0,0,0,0,1,0,1,1,0,1
1,0,3,1,284,11,0,2,2,0,0,2,205,1
2,0,33,0,156,8,18,7,3,0,1,3,268,1
3,0,30,0,63,2,0,3,2,0,1,2,49,1
5,0,35,0,37,6,7,2,3,0,1,3,79,1
5,0,37,0,60,12,39,6,2,0,1,2,930,1
0,0,32,0,0,0,0,0,1,0,1,1,0,1
5,0,36,0,37,6,7,2,1,0,1,1,166,1
7,0,28,0,4,2,0,1,1,0,1,1,1,1
0,1,25,0,0,0,0,0,3,0,0,3,0,1
2,0,33,0,41,3,9,5,2,0,1,2,183,1
14,1,9,3,592,36,15,9,2,0,0,2,853,1
0,1,33,0,0,0,0,0,1,0,1,1,0,1
0,0,32,0,0,0,0,0,3,0,1,3,0,1
17,1,36,2,822,50,21,20,2,0,0,2,1184,1
12,0,32,0,564,42,30,28,3,0,1,3,687,1
13,0,29,1,1126,94,18,20,1,0,0,1,1604,1
6,1,39,0,206,15,26,10,3,0,1,3,404,1
0,0,31,0,41,1,2,2,3,0,1,3,34,1
0,1,29,0,0,0,0,0,1,0,1,1,0,1
24,0,29,0,297,52,17,15,1,0,1,1,703,1
3,0,6,1,328,19,0,7,2,0,0,2,241,1
3,1,26,0,624,33,0,10,1,0,1,1,582,1
26,1,32,0,218,52,14,16,2,0,1,2,469,1
0,0,33,0,14,2,0,2,2,0,1,2,7,1
14,1,34,0,808,47,16,18,2,0,1,2,1077,1
0,0,33,0,110,7,9,4,3,0,1,3,135,1
0,1,31,0,0,0,0,0,1,0,1,1,0,1
2,0,31,0,401,37,18,26,2,0,1,2,730,1
5,0,33,0,37,6,7,2,1,0,1,1,166,1
0,0,32,0,0,0,2,0,1,0,1,1,15,1
6,1,35,0,649,41,10,15,2,0,1,2,761,1
5,0,32,0,37,6,7,2,3,0,1,3,79,1
13,0,29,1,1126,94,18,20,1,0,0,1,1604,1
30,0,35,0,319,61,34,24,2,0,1,2,1069,1
11,1,38,0,531,50,42,32,3,0,1,3,859,1
0,0,29,0,29,1,0,1,2,0,1,2,24,1
12,1,31,0,764,39,7,13,2,0,1,2,800,1
7,1,28,0,531,38,26,30,2,0,1,2,1071,1
1,0,37,0,22,4,10,6,2,0,1,2,181,1
4,0,31,0,454,38,27,29,2,0,1,2,1019,1
30,1,37,0,268,59,31,20,2,0,1,2,952,1
10,1,8,2,460,26,16,12,2,0,0,2,729,1
13,1,31,0,589,48,31,29,2,0,1,2,1217,1
11,0,36,0,239,19,15,4,2,0,1,2,501,1
10,0,42,0,91,16,22,8,2,0,1,2,531,1
6,1,31,0,514,41,29,29,2,0,1,2,1111,1
16,0,25,0,70,33,0,10,1,0,1,1,71,1
9,1,32,0,734,41,9,16,2,0,1,2,824,1
12,1,29,0,1114,96,16,20,1,0,0,1,1582,1
20,1,31,0,160,49,20,20,1,0,1,1,653,1
6,0,39,0,82,10,17,8,2,0,1,2,395,1
0,0,28,0,0,0,0,0,1,0,1,1,0,1
30,1,32,0,321,54,32,22,2,0,1,2,1021,1
4,1,31,0,683,41,34,18,2,0,1,2,1324,1
0,0,31,0,80,2,11,5,3,0,1,3,144,1
1,1,40,0,55,7,17,8,2,0,1,2,375,1
0,0,25,0,0,0,0,0,2,0,1,2,0,1
0,0,32,0,0,0,2,0,1,0,1,1,15,1
16,1,28,0,68,40,0,12,1,0,1,1,69,1
0,0,34,0,138,13,41,8,3,0,1,3,602,1
0,1,4,0,300,14,2,8,1,0,0,1,297,1
9,1,12,3,427,27,17,13,2,0,0,2,726,1
3,0,35,0,26,7,0,1,2,0,1,2,22,1
2,1,7,1,222,14,0,9,2,0,0,2,157,1
16,0,30,1,1163,98,25,25,1,0,0,1,1669,1
0,1,27,0,0,0,0,0,1,0,1,1,0,1
6,1,35,0,649,41,10,15,2,0,1,2,761,1
