tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,class
2684,7978,381,4388,5771,6169,5723,2060,2251,1140,4567,3636,750,0
2451,1479,1307,4419,683,9279,6746,6535,3577,5322,2220,7272,2449,0
3858,5104,5958,1446,2981,1068,7456,9212,3390,1351,729,6754,690,0
6507,5516,6576,1154,7159,5002,1948,5030,997,2879,1637,608,562,0
7372,1208,518,9103,6880,6160,4317,1926,938,9594,1835,928,218,0
7529,7387,4040,6114,8478,2936,640,6034,9263,6511,7961,8593,9967,1
7669,2413,4859,735,9563,2713,3145,595,510,9805,2997,1206,1680,0
9945,4841,989,7122,5485,6105,3403,4841,9955,6368,5871,9452,8633,1
4159,1912,5583,6629,6568,472,8717,3676,2961,5425,4117,8467,6958,1
2848,246,21,1247,2452,7150,5209,6257,8989,1837,351,4255,678,0
4167,1851,3432,5279,6710,3090,2215,7333,6513,9604,6401,8247,9638,1
7759,5924,6579,7496,5001,243,9230,5514,3510,4873,6817,703,7237,1
2618,7972,1663,7343,7398,4078,3852,3688,546,2313,8274,5559,2530,0
2506,3738,6150,7941,7248,6380,2651,2844,9574,968,9072,2530,6751,1
3014,4063,5196,2751,9586,813,5325,208,9842,8076,6746,9904,9995,1
9256,3534,1190,3551,9627,210,3434,2470,5341,7513,3097,9234,5240,1
1349,8656,7343,4418,9768,706,3537,968,9754,5594,2174,8375,4902,1
273,4163,4385,6528,7723,4164,17,6879,8134,610,8666,4087,3019,0
5816,8409,3909,603,5986,4388,2285,6964,606,7004,9722,4115,4668,1
9746,8536,7000,5534,8758,2941,615,5497,472,3001,9754,6709,8617,1
5147,7735,8588,8520,4231,2574,6725,6708,4406,6571,4520,3877,8472,1
1532,2207,1503,9213,6665,2841,530,9347,4974,3890,3492,5520,1834,0
1944,2783,6591,4948,1660,9191,4754,6068,6485,8726,1474,188,1993,0
7404,5844,2970,1174,5372,6734,1249,6509,7389,5621,5477,332,6483,1
6730,5470,9812,4378,6199,4767,3785,4830,1894,6210,5701,3607,6770,1
7623,3308,9306,3729,5249,5156,1334,8162,75,3845,2985,2365,805,0
8949,3911,9916,5419,1780,6750,3173,9880,6839,6852,1592,7732,8332,1
7887,7813,7657,4692,4069,4850,2591,8780,9392,9721,3692,8089,9946,1
1197,673,9593,4681,3627,6168,7826,2876,2060,3653,3929,6413,1613,0
8879,3446,3949,969,947,9574,6187,5959,2357,7853,8324,7251,5025,1
8840,7328,9796,2774,9358,2156,233,4940,3645,7287,5145,2408,7509,1
268,6003,4224,9765,3724,5914,3967,6843,9629,1614,3501,2628,759,0
7821,3288,8980,1620,913,3143,8985,9705,5768,1568,8878,5658,6400,1
208,1725,9243,3133,7030,109,3205,8874,9633,6802,3795,49,2115,0
3149,2264,3986,5166,7610,93,1368,9809,8802,8863,1791,4811,7838,1
9181,9381,1253,2069,9337,2442,2059,2965,3547,834,1242,3604,1354,0
5495,7925,6653,3230,9467,3477,1698,1756,386,5991,1930,6356,4575,1
4924,9328,5264,8861,8579,1544,2114,5742,6292,9799,3320,1148,8183,1
300,6771,9197,8528,8278,4442,4790,807,9730,1125,5104,9328,4457,1
3473,8168,9991,7999,3483,1786,7290,7991,2683,3800,3547,3244,5316,1
1025,5553,3035,4968,242,7317,7630,9922,2265,767,8812,6359,4338,1
3985,584,8493,8142,8198,3576,2800,3819,6552,1652,7350,2919,5660,1
302,991,2001,5056,1056,8364,5009,8078,279,5206,5369,4060,894,0
2437,1450,848,77,6996,1513,8318,2412,2173,2584,2009,3807,307,0
3720,1272,8879,9305,9053,4115,1785,2431,7607,5190,9985,4217,7018,1
5519,9027,4368,3178,8799,2709,4852,1413,9232,874,5452,2955,6936,1
9653,4429,7985,7527,8587,777,2420,6186,815,4946,842,8721,6336,1
2171,4045,4398,8363,2843,8818,2447,6710,5735,4135,9884,9500,8889,1
9452,103,2485,9480,1970,5677,6026,7733,8271,7188,2658,5583,4034,1
6248,6631,6373,9781,8515,2562,6635,325,7815,6928,1678,7406,9375,1
2663,4669,4563,7712,5091,6382,3115,5373,2991,2027,9574,203,4158,1
3904,89,9964,6071,5319,8591,1235,4732,2062,4433,8547,9899,6407,1
6471,3371,3121,715,9777,2622,2158,380,2479,720,3367,87,647,0
6131,1389,2199,7778,8074,5114,1972,3359,2707,523,7547,3992,2052,0
9949,8260,1354,8588,537,9287,9090,4788,2401,482,7602,2191,558,0
5186,6617,340,3980,8178,1965,7190,1093,7849,1335,4525,7196,5070,1
1907,4589,5880,6764,9972,542,1961,23,1878,9813,6601,5927,9146,1
1556,4586,5764,566,1989,8195,3629,7580,6421,9660,876,5139,2963,0
8300,1287,4700,1483,9513,3654,326,2705,5364,424,5317,1125,2906,0
8948,2822,2545,1000,6463,3125,5582,4303,7083,93,7757,5223,2221,0
3311,176,111,5896,42,9378,8366,9385,8204,3808,4975,7891,2865,0
3141,2906,2696,2615,7487,6540,4185,737,4604,8969,5782,7924,9406,1
9226,415,7764,778,6748,4683,4974,2922,9645,6592,9610,7583,4839,1
8677,7764,7827,8942,7600,6800,3075,1414,616,4245,8561,9980,9517,1
697,7521,9947,6930,9508,4962,1549,197,3708,3159,4955,5239,4970,1
3689,5819,7445,8403,3005,8247,7378,2071,1925,4471,483,1461,1821,0
5496,7779,8626,3870,1173,5913,6209,9054,8470,6710,9839,8808,9954,1
4364,1493,9475,3651,1851,7486,2534,9640,5467,3386,3114,225,1514,0
5867,356,3649,4209,4457,5900,6344,3475,6528,623,2154,6746,4934,1
9467,4184,1778,4326,7238,1164,4100,6620,4521,2232,975,6466,3427,0
4381,2887,955,5006,5237,6649,3119,4904,5723,5229,4129,7664,6740,1
9245,5565,2572,1782,7032,3099,6647,2435,2719,4490,9497,4094,3136,0
8865,5293,2577,2377,7532,1967,734,8696,6949,9245,5995,9985,8438,1
5790,3442,4214,8755,7761,5501,770,4716,3129,2512,5166,7522,6666,1
5159,9171,4701,3844,9909,784,2452,378,8482,6774,8874,1053,9130,1
7045,5394,5861,4958,4890,3791,6912,4422,5555,1049,804,2232,3329,0
732,2396,8804,2141,8875,3101,503,5211,8986,2370,894,5643,2823,0
6940,750,9283,6361,6846,3048,4698,4694,1050,393,1886,1733,598,0
3855,2350,8462,5663,3410,6479,6426,4254,5373,2487,6577,1135,4339,1
5480,1364,9240,7386,3365,5381,3714,8101,4845,3947,6109,5523,6656,1
9397,2458,3076,3621,7292,4330,5862,1623,7567,1165,8321,9557,6399,1
8527,8107,3332,2450,7659,759,3298,7110,8597,3649,9518,6939,7747,1
6112,6715,2306,6084,9001,5245,13,3236,9916,8350,6427,6798,9886,1
5918,3211,8974,3760,448,5874,9091,8659,9148,4385,244,3845,6104,1
7588,8486,754,7260,5666,2814,8289,3001,2967,8869,8369,1333,4354,1
6542,7575,2543,1811,2367,5537,5519,7698,4346,8742,3136,7074,6132,1
2856,643,6707,2276,2083,7723,8233,3284,9500,4502,6710,9984,6438,1
2371,8325,9511,168,2478,3045,6777,8757,2241,4909,1335,5648,255,0
6117,3735,654,447,841,3309,9616,9104,7188,6065,522,8429,2299,0
9954,7105,237,7508,2741,5368,4757,8015,4756,3666,7814,9797,5834,1
5746,2805,1054,8488,3476,7001,3680,6390,359,1535,3681,155,169,0
9022,556,1909,4443,2180,6694,3361,9014,3965,8670,4686,23,1787,0
2706,3262,5069,7048,3110,6643,6127,4780,6111,331,3176,2695,1871,0
3591,2908,3201,9466,7350,3971,2648,5072,2602,9249,2921,3371,2655,0
6816,3944,3573,2955,8691,1808,7027,367,9936,7248,5580,1319,8765,1
7226,9390,4529,3607,4292,3792,4902,7241,4474,9293,3679,8874,8788,1
849,5618,6227,8492,4882,140,9656,5346,1007,3376,5048,726,2566,0
2464,3092,8761,435,1006,8640,4977,7931,7625,1232,6457,4132,1618,0
1856,1298,6275,8242,8376,9062,130,621,8341,2718,9531,3108,4996,1
7367,3455,3546,4634,7447,1265,5213,5071,4378,1618,1994,9965,6543,1
491,8284,623,3543,4360,8928,2574,4344,569,6505,6894,5431,1071,0
7698,9324,9287,3718,6058,4500,3939,5118,8244,3639,9832,7846,9631,1
3228,3369,7114,111,3092,5269,7481,4825,6902,1376,8504,1382,4471,1
7589,9565,3939,3030,6642,6630,5108,1025,9887,6396,3083,1849,8152,1
9927,7164,627,6217,4892,7875,5800,1447,2647,7748,4027,5178,5775,1
7566,9875,3396,420,8336,2177,4032,3709,1604,6953,5630,6100,2545,0
2141,3987,5962,6384,1921,7907,6159,5443,9872,7414,228,3537,5313,1
9944,6763,1899,5189,2824,4626,4720,8658,8741,8978,1086,8155,9351,1
452,177,9875,4874,3498,7190,3269,6581,186,6607,6215,4990,1291,0
416,5155,8478,851,8426,1757,140,7831,9044,5961,5844,9382,126,0
9706,4267,3982,163,2667,1288,9312,7667,4080,5651,7956,4181,3311,0
8499,1081,1760,2749,8634,3564,175,5565,1848,9668,1342,7351,15,0
8758,8180,2622,7165,8589,3932,2640,2809,4472,8198,2824,224,6253,1
7341,6389,5489,9002,1856,642,9525,9486,9139,6360,5839,4376,9708,1
1338,6443,1780,3549,8046,257,3621,6627,9098,2177,9352,7544,5365,1
8875,306,5236,6926,5304,8310,2473,3791,6784,6522,1020,2440,2521,0
9618,1130,3090,4174,9025,25,1070,7344,1287,2184,3650,4395,1021,0
8476,5698,1337,3344,5643,5750,6786,1593,9154,8735,9834,5815,7991,1
1409,9626,3873,9157,4418,2359,6941,6477,3641,5914,4473,7234,6283,1
5768,5843,7237,7459,8412,1650,3879,4216,4488,9797,2792,6718,9553,1
418,9178,1686,7205,8650,392,5466,3414,3408,6696,7964,9987,5676,1
7406,9368,2516,7426,4609,1223,5388,8919,1435,8402,6678,1161,5242,1
2725,2824,1120,5921,9052,2291,1437,4606,9891,7305,7531,4507,7400,1
6214,7710,7144,5440,7222,8070,624,3208,1662,7883,1623,1040,5436,1
7571,8183,9996,9023,144,9562,7344,8764,4486,4473,8092,9840,9784,1
6194,1098,6070,2635,7205,153,2152,9614,5870,5313,8002,7981,7428,1
5047,8817,2711,1152,5378,67,6143,8271,5838,6544,9310,4859,5136,1
865,113,7669,4810,1059,5096,6947,9400,5782,2999,5709,8378,3185,0
4807,1274,9008,9097,3795,4237,9434,2925,9303,159,5899,9385,9015,1
7233,6043,8601,3455,1264,8757,4556,7634,2952,4665,8950,5112,8395,1
2743,6324,5536,1291,7425,7480,4083,10,5381,4453,8643,9471,7071,1
1594,4551,298,2244,4778,748,5985,8570,1985,2862,9289,4934,1493,0
6218,9539,9381,4238,2343,3731,5234,9833,4738,1512,7783,9508,8562,1
6854,6164,9248,8151,5184,5406,3423,5907,857,5715,8634,4144,8550,1
6295,2331,4499,5330,2584,5781,6716,5915,7575,3990,1133,4700,6011,1
129,5726,9600,3853,3030,3152,4832,9676,1593,5885,3776,6119,4270,1
949,4979,2850,6048,8299,681,5173,4151,1492,72,4579,4290,250,0
8676,2777,8513,108,7748,4542,2888,3575,244,9460,1532,2203,269,0
1628,8098,9582,9223,4002,8867,2308,5146,8555,9053,5747,4540,7698,1
7848,5389,9033,5173,5394,4786,4216,5460,7003,2173,4625,383,6509,1
1961,9944,9985,3239,5961,421,7384,5881,1086,590,5180,6603,2597,0
3704,4649,7007,7346,670,9525,3459,9626,8945,6176,6813,7824,9845,1
6138,3964,803,8222,8290,1422,6718,1878,4938,9330,7563,8542,7358,1
2103,2798,9613,7874,1134,7214,5448,8595,1288,8747,8048,7494,7464,1
2465,4993,5387,399,5915,5388,2865,5490,4165,4850,693,6374,38,0
9176,1484,228,6621,7274,7014,3894,934,8702,1121,1745,6095,5519,1
3226,2343,7702,8972,3608,1255,7669,7972,4145,2816,7992,3121,5617,1
9466,9077,8305,3371,506,9764,5293,8238,9337,2091,4261,6993,8134,1
9518,3620,3001,4693,7084,5354,3025,3715,7273,9782,7245,7060,9026,1
2143,5093,1539,1250,154,8646,8443,8538,3538,5300,7638,2413,1216,0
7998,8244,3696,5338,3363,4672,4148,8383,8723,6793,8810,4108,9598,1
8243,6207,7352,1121,8093,5544,975,3887,5716,2840,6334,2963,6310,1
451,6903,5813,9150,1779,7598,5504,6703,4235,9999,9672,283,7740,1
1997,8478,2505,4662,8694,843,4093,4262,1093,9387,591,3601,4927,1
1943,3844,1788,7628,8146,8503,837,964,1744,9748,6078,5142,5056,1
6820,2583,5146,7994,5548,3341,7101,3828,1582,160,4265,3564,3080,0
5521,3937,8460,2848,6666,8094,3234,1388,4550,4200,298,7220,4192,1
645,8115,7404,1106,1493,7901,7703,4755,158,1665,1177,2059,220,0
3477,420,8298,8512,5612,4916,6771,2490,6619,1227,5462,3573,4579,1
8791,4106,9541,7181,161,7338,8812,9444,2415,8243,1383,3372,5266,1
6720,9454,8580,2356,7502,4312,1193,5938,9393,9268,5536,8856,9487,1
7826,6329,3492,5651,4128,3899,7460,4783,7901,64,8937,3797,7456,1
5221,3879,1690,322,8027,3385,1379,5784,3724,688,2523,2412,655,0
9424,3707,3633,131,3372,8913,7619,659,7509,2968,4595,2323,3287,0
9754,2845,5998,1604,3429,9083,3446,4607,8441,5277,8980,2899,7199,1
6736,154,2009,3373,5287,4133,8235,2227,86,4837,8361,8036,1933,0
1969,1031,3648,4739,4586,3859,6646,5045,7850,5522,725,9060,4486,1
4077,1383,3541,9477,523,5823,8317,9080,44,1905,3411,5955,1986,0
8272,2355,5194,1195,7452,5719,1098,4715,1732,4373,1107,6518,302,0
9344,4971,8956,3555,7150,5240,5913,841,1186,2080,3427,8188,3889,1
3440,1636,2923,4441,7183,2863,4079,5010,5298,6646,4756,4480,5472,1
9455,3375,8443,3498,949,6829,7129,7758,2590,4094,8660,8656,7519,1
9096,7055,9255,9795,9785,4641,306,144,8264,1866,2104,2133,7104,1
6458,4574,7429,5478,102,9999,8976,7214,9590,830,3960,8231,9342,1
2483,9425,4297,1613,9369,2702,4152,434,7314,1981,3512,4259,1553,0
7889,9386,8615,3642,2363,765,8224,9776,5247,7419,6433,3452,8917,1
1464,3694,8021,2614,5826,5230,52,8577,8370,6987,5859,4510,4178,1
7833,9269,6945,976,7308,6154,4291,1346,5726,6269,936,724,5777,1
7264,1424,3417,3048,1704,7318,6698,5913,8528,3524,4405,7131,6009,1
9914,6956,9379,5032,7314,1292,7577,2911,8395,5988,8608,9604,9902,1
1831,1845,3924,2940,5798,4007,5212,4691,2335,362,9410,5313,4086,1
1591,7700,7960,7198,7094,5593,4973,1519,8406,2789,4527,7437,6282,1
8594,6450,9902,6892,179,9949,5868,9621,8017,3810,3080,3539,8323,1
6811,9637,3800,6525,9600,1752,2514,2008,5786,2319,9499,1473,6781,1
4419,9720,8386,471,4679,7520,4390,3528,1069,8179,9767,3000,7468,1
6047,6823,2133,4271,4967,5509,5521,4005,9874,6504,7567,2172,8805,1
3401,4451,8710,5116,9415,760,4801,1572,7692,7077,286,481,4322,1
3199,1317,1226,3308,9818,443,1055,3209,5815,7531,542,3071,1792,0
9835,3247,7900,8445,7231,7935,2481,1476,8532,7226,6432,3220,8754,1
8510,7686,4729,7819,1414,6187,5606,8750,5166,9035,1274,7092,9356,1
856,3789,7459,8543,4605,7812,748,6970,8138,8629,4769,6962,5707,1
4457,5037,3807,9292,3985,8920,2400,5031,957,4501,612,7946,5280,1
1882,6211,8085,9463,5689,1553,6472,6050,6744,9551,7878,42,7679,1
8288,6597,2789,5230,812,6442,8593,7062,1341,3253,4484,5174,4151,1
4255,1038,5911,5055,2897,9540,6050,2291,2411,3809,9611,4594,6644,1
954,2141,4542,2704,8769,2933,2773,3323,8851,2707,4654,1581,2005,0
8320,3808,9172,2782,3993,8786,4326,3225,8526,3161,5486,7990,7724,1
3666,5703,6675,9112,3382,960,8710,7507,8938,2703,6913,1185,7299,1
6796,7732,6941,917,3745,6344,3587,6759,2336,11,9471,1702,4621,1
6888,5904,8722,6225,5822,5561,5746,2562,2385,6703,994,2541,5254,1
688,8525,9691,9327,4976,8845,439,5741,9765,4078,2003,6471,3615,0
4211,4425,9349,7580,5474,9680,4188,492,2175,3997,4786,127,3317,0
1501,6654,4247,7309,6125,4334,492,8645,8757,9404,2861,4704,7092,1
2859,1117,7262,757,6243,8283,908,4133,2247,9063,8584,9018,584,0
2984,7560,8105,7984,6041,2168,9659,1738,8,960,2520,4793,3426,0
7175,6845,5551,3279,279,9537,5601,9484,8002,1365,2459,9353,7595,1
785,5979,2168,4486,4865,3712,7875,3597,9602,2874,1144,7073,3054,0
7324,9694,1548,4376,5906,9958,873,2928,1795,3771,7388,2407,1381,0
7060,5586,1622,3318,7241,6675,4472,734,2326,5563,3643,4167,3512,0
7778,7121,7057,6702,3800,4492,2579,9522,10,9355,4560,128,6608,1
858,399,5550,511,5566,4539,9550,161,9966,4982,5620,7069,3033,0
4748,2175,4900,3858,5811,6013,2602,5276,2790,500,5054,2895,2428,0
5130,9609,797,4016,2580,9052,7715,1649,8812,7850,2176,4765,7059,1
5906,8241,2724,7136,5322,6577,1431,6549,5371,8251,828,7488,9025,1
2637,8784,6364,4524,4765,2776,3624,8920,6770,268,3002,4384,3035,0
7485,2039,5920,9070,2542,9601,804,8081,7051,9856,4685,5185,7566,1
7321,1280,7406,9758,3805,6815,3293,6481,9426,5386,2809,6725,7632,1
8019,3862,851,7818,9868,971,440,2713,597,5832,4315,314,661,0
5807,4069,1855,3132,9394,403,3172,3622,7771,3561,5276,8756,8168,1
3294,5383,4619,5792,9014,163,7001,1304,9107,9591,3333,1725,9054,1
7161,4916,5811,76,1980,6654,9617,3140,7087,897,6198,5535,4280,1
6529,1028,4736,249,2565,3425,6526,8490,4840,7992,3559,4638,1285,0
3317,1140,5720,3402,6744,2369,9270,944,4461,5633,7950,6354,6869,1
9748,8444,1965,3617,9470,3339,2759,798,2285,6548,4188,7991,5174,1
9580,2574,3841,4508,1523,3066,8890,8343,8889,3764,5823,1415,5331,1
2331,9007,6998,3029,4864,1774,8059,5352,2471,2829,9616,2717,5854,1
7726,5338,9079,2019,8288,1482,417,8122,8139,2436,4811,2346,6850,1
699,6716,1563,2384,8610,636,5727,2982,9776,1944,5714,8895,2585,0
4779,8375,3450,3893,9249,391,7030,348,4557,235,7100,4456,4899,1
8372,7504,5256,6053,2927,7025,5743,5060,7292,1493,9053,2362,8492,1
4396,6155,2558,2290,240,7158,8955,8774,8250,8806,1106,9143,8961,1
4354,698,727,8267,3454,4742,8642,3718,8170,7227,6530,1419,2970,0
1795,124,6451,2206,2388,9565,244,8910,3757,3230,4571,9236,2708,0
410,3094,5460,7596,7340,4413,7024,280,2550,944,9918,3432,4525,1
2616,4105,7477,1212,1799,9005,8254,2519,1470,5227,9205,2241,5145,1
3047,9040,8492,489,2857,5028,6279,6636,7512,1151,2606,6241,2218,0
9786,8851,6664,4652,1847,2054,9511,8109,3982,6589,2194,7119,7944,1
4356,5370,316,8659,4082,4486,9626,2094,2020,102,1094,8197,3437,0
1508,6489,192,2583,6863,4671,2314,5439,5991,2924,753,9709,923,0
3134,3556,534,3482,2138,3262,7546,8319,8101,183,3179,6892,3312,0
3341,5709,6410,6808,9867,344,3296,494,8656,7113,392,2066,6492,1
9,7921,2201,6221,3806,4800,9806,1979,6941,7979,9527,4601,3583,0
6059,2680,2828,8133,893,9699,6315,5889,2231,4213,772,963,47,0
7647,6665,7374,3835,3024,7498,8197,1972,5620,3899,6485,5492,8715,1
238,2326,1646,983,5933,1605,7464,4656,5478,6239,7121,3647,845,0
2372,923,601,5549,3266,3950,5431,7958,1243,8809,2782,8751,1160,0
1555,2031,6804,1741,5219,7449,3901,3339,1054,4871,1105,1019,1616,0
9680,7807,787,9553,3351,2748,6509,7962,6014,1957,152,5761,6537,1
8765,4410,3074,575,5778,5630,929,7384,6095,9093,4070,8687,3716,1
6560,546,878,8166,8663,4057,937,4256,416,5202,6540,7905,499,0
946,8755,5050,261,3995,4063,3549,8721,2122,9401,5266,2734,4318,1
3758,6862,9840,9512,4523,3251,7425,4960,361,8881,4106,2313,7004,1
7631,7795,7327,4223,6766,9338,3166,65,3156,359,4984,3591,4693,1
6919,5910,4829,7795,1513,1258,9772,9287,6655,1350,6202,3278,7516,1
3017,3781,9035,9735,4020,6602,1303,8395,9131,7550,3451,3144,5551,1
2733,2116,62,9026,6232,1047,7807,4487,3935,738,9134,5296,2110,0
2816,5806,9292,3934,4576,4429,9597,1536,23,436,5271,62,1552,0
8429,2097,8561,5739,8837,2747,5142,1013,2052,443,2481,8705,5233,1
5929,6013,9413,771,7620,5049,2474,3726,2119,7830,8081,5370,6452,1
5520,8873,7130,4466,8062,5286,25,5161,127,9055,3132,1615,6227,1
9971,5739,2958,4370,8232,3328,5228,1569,6266,133,4341,6094,4297,1
5717,4816,459,164,7253,6524,5030,315,2307,9950,5090,3635,1987,0
6418,5231,6018,9407,5711,1702,3326,9025,2617,2498,2863,6279,6066,1
9753,441,6366,5626,1104,9267,6935,5128,3500,2542,6408,1549,3620,1
909,8756,2910,1286,457,9990,7940,5622,3549,9254,6159,9024,2053,0
6904,7458,6775,6213,7781,6902,856,3187,1246,789,3562,8967,6598,1
3231,676,1198,5634,4516,3458,2336,9846,4137,8953,4387,5203,1570,0
4258,3136,7439,3791,2268,9533,1046,8342,3904,4856,8672,1196,6441,1
4853,755,6423,4924,8228,2391,4831,2907,9179,1047,6207,5344,8444,1
8311,8590,1766,2593,8966,3783,3790,1002,9694,9130,6437,9411,8300,1
8169,5419,9357,9128,47,9671,9727,7648,6213,6739,1203,8379,9119,1
1139,4948,4159,1021,235,9212,7185,8492,8790,3126,3342,8356,926,0
4458,3690,4399,1387,4541,9826,1380,4402,6384,6255,935,5588,4688,1
6092,58,222,6872,5760,4808,5540,3619,3578,4265,6428,6759,2316,0
4534,5186,6844,4130,7133,3866,6608,1542,4667,5071,9901,9277,9890,1
1452,5013,7333,2390,2494,9728,633,8189,584,6776,287,1711,340,0
4366,8795,5802,4494,3727,7084,6039,3596,5965,895,8304,6650,8750,1
3031,3226,4197,6760,9973,785,616,1104,6967,7739,8235,5037,9492,1
2539,7713,8682,2205,695,8220,7355,6941,5512,1164,9176,6247,4766,1
7986,6510,3591,1997,4209,4390,7427,4215,2693,5058,1370,5086,3064,0
7228,1063,1645,5303,18,9286,8588,9739,3847,5286,9818,8892,4994,1
5871,7463,2947,7828,6675,2992,4529,5185,2987,4242,4007,3194,4986,1
7042,3578,3966,8250,9443,3116,1124,2780,5206,925,5801,4209,5919,1
6865,7890,5598,770,8012,474,7179,2921,451,9996,6513,620,7178,1
3175,8813,9291,5646,4118,4659,7938,3558,9333,6967,8516,1925,8616,1
222,6423,2314,7009,3663,3177,6393,7261,8770,4772,1038,7348,2784,0
3724,4335,5565,4561,4524,2432,3823,9380,4256,8946,2586,3217,7414,1
1200,1539,5843,2057,4059,3906,3526,8805,6730,8414,6073,5493,3078,0
9744,1806,397,5589,8796,799,7172,1008,6676,5062,8735,926,1063,0
4487,8082,5114,5951,6133,9264,3244,947,405,4407,480,7482,5190,1
1734,7494,28,7412,3302,3558,4927,8807,519,6199,6064,7040,3849,1
1280,7617,9064,339,9433,3693,1502,1853,6082,7036,4359,4249,2781,0
121,1522,3485,6783,6768,6568,2181,3810,3300,915,8905,414,375,0
3869,6053,1500,7734,5897,1626,8045,4097,6034,3531,988,1199,2342,0
340,8077,3020,795,1503,8146,4110,8070,3020,2002,3196,921,59,0
3240,3831,8147,6995,1909,9765,5921,3848,6088,4275,6305,5553,7810,1
5468,2235,8346,6399,7794,9432,1355,138,6792,5201,9035,9923,9771,1
1639,122,1544,4052,7352,6659,922,4109,8411,264,6265,8027,3725,1
6243,8866,7871,6368,1633,8000,2659,9399,2063,7947,3362,7543,8962,1
6695,4555,5706,3152,6096,7780,3813,1915,4907,8737,4135,4413,8618,1
8490,6881,8898,1858,9104,91,3791,4324,8419,6936,5892,9341,8736,1
3444,1927,7851,6899,4010,4787,3057,8471,2088,4758,6321,956,2968,0
8531,3088,4975,3678,2205,5584,9675,3755,931,6366,272,134,132,0
8253,2296,1456,7899,9076,6572,278,1419,9933,6437,8357,9864,8011,1
9929,3870,8238,9756,7410,4419,2603,4580,5580,3303,6881,4667,8366,1
2485,4627,4645,7076,5504,7934,6096,297,2702,9785,3458,3526,7128,1
494,9124,933,3884,5038,6220,4769,3946,3030,8648,8120,6977,2596,0
564,9029,4292,1014,889,8386,4869,8660,2612,4836,9296,389,3249,0
6079,7635,9835,7578,6898,3506,4275,4603,7664,6098,4956,285,8303,1
9056,3297,6193,2790,7568,607,9864,876,4319,2760,6685,2922,5218,1
754,1430,3152,6131,665,7769,7956,6897,4159,5578,712,5760,1092,0
254,2169,140,3426,9338,1440,2808,3210,1029,7631,224,3909,1965,0
5872,6971,2338,2973,9186,2267,3645,2026,8836,6130,4003,3422,7865,1
9365,4787,499,1881,3971,1415,7244,7704,5602,747,8968,161,184,0
4474,5434,1143,7251,3929,4760,7931,3719,6430,1131,2773,3276,2838,0
5307,2455,7653,1096,8743,5220,3583,275,8434,2543,5183,6111,5057,1
3505,2123,9623,5,9387,2014,4842,358,7026,6569,1234,5339,1896,0
8777,1996,5324,9437,4094,6935,4717,4526,1965,6333,9142,5327,6512,1
4524,1905,2477,6272,414,9963,5277,8553,3563,8323,1254,1665,2294,0
2603,9200,3126,2913,7571,904,4283,6152,3218,2013,3052,1444,542,0
3343,1733,6476,176,3036,8767,1636,7247,3722,3816,1367,5035,1164,0
4782,6471,5312,9254,3999,7373,4873,4079,4957,772,2994,5052,5110,1
5842,5676,7110,9803,4108,5211,5975,4977,7,7443,8456,4751,8678,1
2874,1262,1632,2561,652,4465,8425,9757,6576,4790,1147,2802,653,0
7591,4342,1804,1842,589,7324,7330,8266,8665,3000,1178,9229,4287,1
1571,2649,7856,6284,5033,8980,509,5452,2341,7,8590,6018,6139,1
374,3068,7141,6887,6839,2134,6376,3939,9011,1431,3592,5080,1743,0
8007,8295,1711,6230,3059,837,7890,8893,1807,8224,8605,8386,7898,1
6544,1009,8472,672,9863,2281,16,1863,1867,1763,4043,4779,590,0
3090,2606,6921,8367,4024,6315,6653,3326,6015,1295,8093,6355,7586,1
5052,2671,6306,2521,4235,77,9804,6121,3184,2044,48,1246,216,0
1060,7641,202,9323,1853,7235,7873,4551,3226,7082,3751,8049,4857,1
9313,2379,1268,59,8735,5259,237,3599,2918,4226,141,3631,703,0
5787,9713,891,3727,4454,7276,4875,3570,5783,682,3093,8096,3684,1
2923,2905,6401,9316,7851,8426,608,1806,9802,4052,7076,1164,6222,1
957,578,9848,7989,4216,4920,2396,8713,3274,3752,8970,7201,5419,1
7356,5937,258,9004,6249,2853,6260,4206,7064,719,7745,5159,3673,1
