col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,class
346,412,221,456,488,574,703,557,749,499,216,164,326,267,94,87,200,235,245,288,306,1
316,229,232,406,338,417,593,510,601,482,554,398,522,453,334,162,68,120,210,204,346,1
377,56,356,395,416,382,166,378,269,231,372,306,313,654,694,469,571,306,356,272,185,0
319,200,201,247,243,246,255,500,660,320,608,549,329,395,331,221,318,88,235,240,139,1
292,171,386,655,626,775,689,690,485,434,346,306,324,180,172,229,344,270,139,311,317,1
271,278,297,283,543,499,581,119,333,221,200,331,287,191,320,342,434,310,346,337,313,0
403,153,321,293,204,243,27,59,328,310,81,374,725,549,721,512,472,363,314,482,400,2
359,67,275,168,85,305,398,224,494,480,398,480,508,465,492,354,555,462,260,389,226,2
261,283,274,294,209,478,340,647,451,381,655,425,504,395,412,287,141,482,56,277,282,2
384,256,204,215,418,347,477,365,227,383,128,299,325,438,537,269,452,257,261,305,239,0
34,210,189,223,239,157,193,324,103,429,338,235,438,665,612,514,543,517,429,356,290,2
238,160,333,509,585,543,541,262,472,229,116,278,155,462,530,266,302,467,154,185,111,0
204,318,207,262,208,144,197,333,140,145,36,231,412,696,802,760,542,604,395,337,59,0
97,188,383,203,444,141,315,73,156,174,182,303,430,644,768,665,639,404,347,395,64,0
216,306,420,515,744,802,827,778,584,424,411,172,106,34,234,179,185,201,188,339,232,1
295,175,293,447,108,137,76,126,322,157,221,498,691,581,826,543,607,646,500,292,386,2
240,251,373,533,290,231,551,469,479,472,587,334,587,441,357,312,315,43,212,276,215,1
105,205,216,109,49,153,251,320,257,220,314,454,536,604,610,465,540,435,382,411,351,2
32,208,334,380,210,137,319,186,306,170,168,168,424,439,469,524,542,337,476,375,218,0
487,404,486,395,621,607,637,594,469,501,348,263,11,105,114,289,257,55,328,307,191,1
202,332,471,364,734,698,768,770,485,551,448,315,70,38,264,100,338,320,265,286,165,1
145,398,420,608,391,700,782,475,438,312,137,247,133,338,294,262,213,135,310,265,219,0
285,345,398,361,336,395,414,304,282,357,230,303,165,457,546,635,286,523,436,161,408,0
156,305,299,287,201,256,401,455,589,560,524,651,463,689,365,354,228,306,247,326,453,2
311,271,547,513,473,706,832,680,343,347,206,149,197,18,284,327,263,410,232,256,337,1
413,290,327,310,156,110,26,104,124,85,262,290,328,623,510,618,533,551,341,555,167,0
269,311,239,246,177,492,344,484,663,378,525,424,431,477,79,331,271,143,252,100,327,2
279,148,186,126,258,274,349,183,149,296,366,474,449,637,779,526,456,310,238,338,265,2
124,205,323,468,501,484,386,427,427,506,616,363,551,215,177,181,249,270,414,181,188,1
169,214,112,316,185,317,279,175,285,330,273,339,453,695,791,668,759,480,489,315,119,2
369,341,66,360,355,61,481,283,162,221,224,146,427,514,676,701,360,437,255,335,199,0
146,289,459,408,690,731,852,612,569,365,283,206,211,99,279,156,283,235,266,146,306,1
263,247,71,262,185,331,170,243,283,391,335,399,621,611,822,719,551,378,344,110,343,2
350,369,333,84,417,381,356,423,578,612,527,356,445,224,382,328,227,423,281,214,304,1
229,198,75,429,295,327,447,70,355,246,214,317,549,591,734,462,646,519,419,279,195,0
408,183,174,193,179,240,350,298,474,453,742,432,511,502,423,344,362,230,363,193,196,2
394,397,90,278,221,360,236,101,269,194,287,497,641,730,766,607,539,284,326,221,149,2
271,389,181,436,112,287,251,293,342,558,468,343,682,638,570,274,342,382,235,361,237,2
332,435,429,578,624,611,645,405,305,334,107,258,240,272,315,303,200,389,124,337,243,0
228,217,342,236,377,323,351,634,549,601,472,466,421,363,292,301,262,467,451,247,403,1
128,256,300,206,348,291,359,442,581,358,570,444,474,405,186,249,185,227,222,254,159,1
487,323,505,273,425,473,617,490,711,471,345,438,257,200,259,305,282,155,261,330,165,1
308,286,150,343,295,110,239,8,177,115,257,326,589,596,642,767,568,647,399,330,357,0
389,217,235,230,194,18,148,196,53,77,293,397,654,763,876,671,691,556,434,517,169,2
278,370,309,595,519,400,498,493,279,439,270,176,254,336,187,381,483,227,261,271,265,0
85,242,172,236,455,359,277,436,398,218,374,290,177,333,372,509,398,213,348,220,469,0
427,242,417,46,323,503,496,537,449,540,452,512,224,314,244,103,245,225,266,211,328,1
289,234,424,448,383,540,484,579,577,419,370,386,330,241,277,183,197,86,229,206,123,1
298,297,132,328,89,276,492,501,455,547,574,555,366,364,227,253,277,515,232,236,228,1
315,461,132,242,341,449,207,249,279,111,254,404,549,608,631,746,563,481,543,321,201,2
360,269,175,381,289,494,401,367,676,457,616,682,442,393,281,477,359,404,59,298,249,1
340,56,86,223,332,282,252,215,90,177,287,383,580,578,655,540,502,485,445,440,281,2
218,165,320,340,287,427,429,352,573,353,621,440,370,335,355,285,271,296,249,285,263,1
142,375,365,478,757,604,581,536,662,568,245,216,130,172,146,18,426,144,82,396,190,1
287,265,284,478,475,620,663,537,653,514,265,239,70,173,209,400,171,336,219,133,319,0
337,92,219,397,216,95,20,119,147,264,250,461,487,700,745,673,731,554,491,179,376,2
46,156,235,354,121,471,287,568,465,671,484,468,428,594,334,292,175,152,116,356,239,1
178,95,339,293,295,210,253,244,232,253,480,456,589,656,490,709,571,391,490,251,309,2
229,163,111,130,274,104,391,283,340,315,398,534,394,695,614,576,321,461,318,277,228,2
219,239,161,188,102,74,218,132,151,298,188,415,520,646,718,563,559,532,580,94,452,2
306,113,352,233,276,332,373,490,441,479,395,439,482,291,398,437,456,271,260,293,229,1
145,244,325,264,276,476,243,330,198,220,373,222,449,489,692,625,596,504,570,307,401,0
280,214,221,466,524,411,562,294,510,368,116,181,313,448,448,362,291,222,498,380,320,0
288,244,450,49,481,490,262,433,205,458,276,117,347,446,397,599,432,217,140,89,306,0
256,271,136,202,216,253,175,197,211,282,293,379,617,503,688,697,708,436,397,311,196,2
254,179,212,298,304,501,422,524,397,440,371,405,279,255,350,220,257,125,115,329,26,1
301,280,420,363,556,427,590,446,533,364,82,49,237,298,403,260,301,335,188,324,209,0
116,322,442,143,71,147,129,167,247,192,330,451,541,568,488,519,552,414,455,216,131,2
334,314,336,488,524,550,735,746,663,346,212,216,84,125,270,211,56,214,326,333,486,0
168,328,336,312,615,617,485,323,451,345,110,97,344,312,479,295,429,570,183,456,120,0
313,265,194,295,416,470,280,279,140,194,232,128,427,350,564,377,621,385,461,348,294,0
296,201,366,222,372,373,419,524,605,310,463,288,438,391,363,196,122,354,195,280,181,1
106,234,110,245,155,277,318,310,259,173,324,491,370,469,644,457,585,433,496,394,227,2
130,360,71,303,253,230,306,297,379,260,363,553,530,535,527,583,368,406,260,218,385,2
266,202,457,677,514,495,873,436,352,349,274,128,191,225,220,296,77,78,309,184,251,1
451,386,273,355,315,249,357,459,429,440,414,371,524,493,449,195,409,281,160,397,196,2
489,141,166,265,296,410,298,244,181,33,343,211,482,447,437,639,402,550,558,345,203,0
200,423,276,398,748,647,610,554,336,252,145,34,227,159,275,68,350,160,212,397,239,0
332,126,86,330,198,362,378,472,323,408,513,609,527,534,659,356,321,330,176,206,204,2
283,348,84,119,264,190,371,283,188,393,177,455,425,533,466,488,408,583,400,228,293,2
144,372,232,416,502,311,456,378,143,318,135,428,188,545,451,633,492,480,487,265,461,0
311,227,205,255,355,340,551,389,647,636,642,551,486,231,478,287,310,347,323,391,277,1
326,262,422,450,465,620,677,385,374,137,232,77,21,186,210,239,342,307,381,283,254,0
262,205,158,272,267,445,238,290,261,117,399,355,638,753,600,679,510,616,256,303,124,2
198,217,333,237,237,314,381,466,603,668,579,356,642,415,353,408,259,93,115,200,243,1
354,249,214,100,341,303,357,261,289,162,254,295,482,517,823,594,595,561,490,470,431,0
246,311,210,333,423,470,308,430,162,337,44,379,575,569,564,413,620,372,573,150,371,0
119,282,320,517,387,319,597,380,184,119,55,185,280,197,387,336,352,402,283,376,384,0
253,113,344,412,692,672,596,631,474,487,457,207,319,233,297,303,249,208,311,199,220,1
268,126,139,156,212,303,220,412,595,396,636,422,458,382,551,502,456,390,245,219,319,2
238,243,464,209,314,594,649,612,391,471,183,307,184,339,340,405,187,320,437,241,171,0
78,247,407,415,427,403,465,419,505,118,184,123,344,442,401,586,643,345,263,123,306,0
157,244,146,228,255,19,258,178,538,321,373,305,530,590,590,492,450,398,322,435,94,2
283,207,119,83,79,89,159,159,145,199,264,313,470,674,580,567,567,405,390,475,180,2
112,317,428,159,500,109,407,463,310,157,463,438,340,647,629,552,448,482,386,297,135,0
351,319,353,343,356,592,544,342,454,499,570,440,368,463,301,301,327,253,206,416,298,1
275,301,384,384,377,585,552,510,580,460,271,346,672,450,255,216,238,281,232,202,327,1
307,294,164,213,209,229,117,446,216,234,435,384,469,490,388,687,474,307,513,259,351,2
139,116,37,234,151,128,222,113,263,401,393,316,502,394,459,490,409,428,451,383,212,2
328,400,283,577,386,555,543,523,514,388,467,459,336,201,307,308,330,183,241,202,94,1
89,420,450,387,461,212,419,459,656,535,499,673,464,358,487,504,258,209,41,365,173,1
376,280,235,210,240,360,72,350,310,409,504,541,400,430,485,602,631,392,395,215,277,2
230,284,315,373,533,246,338,596,659,424,529,399,360,528,131,186,262,141,74,186,237,1
476,368,289,431,227,218,238,272,452,404,410,465,467,547,508,357,392,407,312,145,221,2
260,281,456,330,522,341,460,579,647,537,429,281,531,41,319,126,194,271,297,152,266,1
255,298,459,365,269,327,485,437,215,630,494,179,329,329,305,173,245,170,295,264,319,1
134,506,554,397,585,628,809,569,509,449,156,161,398,84,242,209,173,102,514,236,491,1
310,369,164,257,335,341,54,185,133,198,325,389,500,562,767,628,518,307,341,236,102,0
117,266,378,175,220,255,149,71,134,123,455,386,539,645,759,586,736,396,460,265,181,0
209,210,311,340,362,380,463,486,449,365,201,411,345,537,463,301,303,408,235,200,164,0
398,317,316,398,334,444,227,286,88,140,351,390,323,390,378,706,570,574,584,80,349,0
194,363,437,584,557,523,824,497,349,314,247,340,270,190,309,245,410,327,458,14,360,0
409,334,50,15,227,304,222,357,374,358,353,412,552,663,602,535,554,452,409,197,352,2
218,234,290,181,307,218,283,165,227,168,344,434,474,682,621,456,487,512,441,407,320,2
188,494,252,282,186,380,253,418,441,632,478,384,444,410,592,250,355,275,413,319,179,2
241,125,343,273,256,446,515,508,504,406,468,347,463,45,367,280,31,1,456,107,289,1
399,468,355,243,162,98,308,343,196,436,340,481,582,516,513,533,488,432,417,37,276,2
317,280,254,473,502,684,625,730,609,583,297,197,342,272,166,366,141,233,274,63,146,1
290,137,253,323,250,429,345,324,484,669,671,709,341,523,484,384,177,273,227,159,371,2
367,461,448,516,529,432,482,576,548,187,283,239,290,418,343,310,242,402,317,189,214,0
355,315,340,373,136,81,186,176,164,266,113,230,760,769,760,593,466,454,254,370,221,0
446,47,354,333,255,302,366,337,367,530,414,437,428,353,370,402,245,452,176,185,428,1
350,339,510,529,488,611,553,697,603,385,199,168,261,86,159,105,65,165,263,334,105,1
393,290,167,258,137,410,290,431,658,657,559,541,597,407,306,226,308,169,143,362,206,1
264,203,444,476,496,512,458,452,145,233,113,249,456,191,403,529,562,440,271,448,233,0
303,163,188,336,463,367,670,683,572,364,344,355,219,303,386,268,272,79,240,219,136,1
407,241,311,362,430,147,673,562,627,354,632,521,431,394,464,252,323,285,445,385,222,1
232,303,231,410,366,386,480,628,602,460,589,579,573,357,116,124,271,460,193,402,283,1
86,471,267,484,496,202,414,337,591,483,476,326,446,79,165,294,12,146,99,80,393,1
63,323,134,374,354,93,226,258,385,209,483,324,658,645,590,345,620,299,417,179,164,2
231,89,348,356,443,572,509,455,569,504,428,352,301,161,264,142,290,188,239,263,439,1
375,497,282,576,514,539,398,507,506,229,271,327,275,271,252,167,284,511,275,186,230,0
288,237,161,286,2,201,308,414,470,370,471,540,521,417,552,478,181,221,338,415,127,2
157,266,518,374,623,561,703,456,546,243,363,93,235,187,303,316,190,325,133,311,205,0
160,387,251,520,244,260,399,231,88,266,268,271,537,481,809,516,457,421,460,326,373,0
301,245,142,352,439,716,546,471,547,314,397,380,231,332,92,367,458,290,127,233,339,1
402,278,129,244,345,427,271,96,263,196,22,178,352,580,688,438,454,508,400,273,378,0
457,345,303,320,481,596,437,590,459,472,349,402,373,330,339,261,278,210,295,392,373,1
192,250,251,312,305,373,296,307,276,143,175,237,441,454,617,539,283,593,325,140,305,0
243,44,222,373,221,205,355,380,424,389,462,626,614,473,328,417,309,196,400,538,171,2
197,241,202,193,268,434,245,252,606,374,461,445,549,548,421,400,198,7,252,131,305,1
343,380,438,399,390,442,629,326,368,317,244,513,428,317,471,638,581,389,242,306,316,0
225,208,199,269,332,41,229,250,333,376,315,279,742,618,467,606,505,418,135,293,226,2
152,188,173,178,214,205,45,298,424,463,534,434,598,340,389,444,302,352,412,318,238,2
294,368,373,355,386,455,404,453,288,170,110,396,365,397,509,365,433,364,320,348,267,0
266,350,306,202,173,102,145,86,316,220,158,305,530,582,648,596,551,551,420,541,373,2
66,163,117,139,172,392,365,443,409,474,501,398,492,565,316,348,253,256,211,294,172,2
153,448,276,476,572,718,867,516,572,468,313,288,336,194,180,347,141,296,174,78,356,1
148,173,128,115,83,77,351,418,279,515,511,615,316,487,351,348,436,496,388,281,520,2
220,342,123,279,435,409,344,305,209,372,264,141,575,577,558,533,444,449,311,424,456,0
219,269,308,419,479,615,848,347,320,450,321,195,65,410,214,230,300,119,327,327,245,0
320,244,183,245,234,323,101,135,149,350,579,542,575,668,679,328,555,305,324,191,340,2
237,216,329,287,328,272,314,253,238,103,88,243,388,537,567,544,717,554,445,299,170,0
187,327,311,395,399,402,461,463,302,166,317,318,300,300,542,639,509,469,361,254,163,0
485,353,323,368,269,489,582,394,679,327,603,238,259,344,313,380,254,134,281,6,283,1
266,442,9,311,184,352,91,25,203,119,482,567,456,489,863,743,703,509,184,500,222,0
308,119,164,215,273,123,152,261,507,626,413,442,401,683,406,412,276,339,312,202,465,2
281,274,393,145,117,32,134,352,148,279,339,405,633,657,717,736,763,474,402,255,228,2
242,78,139,375,189,254,173,273,176,229,269,278,391,542,671,627,644,332,396,85,284,0
332,206,477,394,563,487,493,604,520,405,348,476,270,494,301,106,264,311,49,296,364,1
327,258,408,410,364,299,469,438,586,399,351,511,603,254,326,401,208,342,149,327,227,1
323,299,374,526,706,663,688,725,464,429,411,164,148,52,52,151,126,27,224,339,187,1
200,302,338,437,403,725,581,491,621,289,207,518,333,198,328,389,190,259,129,288,299,1
329,163,412,393,343,483,615,531,542,403,301,403,298,278,315,410,158,243,419,218,171,1
188,311,302,311,280,318,242,286,338,599,701,642,668,354,323,452,206,257,250,344,269,2
290,92,407,368,28,119,373,286,295,347,331,300,270,473,420,653,429,340,363,265,204,2
144,334,103,45,87,236,314,258,159,304,399,483,508,611,716,576,669,543,331,204,220,2
299,212,293,186,204,186,187,377,252,269,456,323,746,661,609,595,292,490,302,448,219,2
234,247,273,94,183,163,302,338,157,333,528,389,527,435,614,703,543,531,372,408,310,2
132,70,235,153,153,275,227,216,520,390,677,556,473,450,478,402,360,208,231,460,304,2
415,310,191,413,519,631,775,559,663,667,351,99,104,196,186,185,205,159,457,288,244,1
411,252,530,119,170,225,235,263,187,155,504,482,557,500,684,638,421,391,376,131,116,2
429,351,475,434,453,575,403,309,391,31,360,230,330,317,501,391,399,534,360,263,256,0
266,290,375,463,532,598,570,777,638,575,407,346,143,131,347,233,60,189,321,196,125,1
315,387,363,276,223,310,485,305,339,85,131,165,582,538,618,641,524,447,342,248,176,0
298,224,189,274,271,189,314,41,191,282,209,244,571,585,563,733,447,617,377,388,222,0
178,486,299,166,232,232,194,17,38,113,148,300,486,684,809,647,587,408,383,328,312,0
324,344,67,155,256,305,88,270,404,498,590,446,419,432,553,493,563,438,207,400,186,2
124,226,505,367,481,425,423,647,588,370,458,426,398,175,315,138,147,308,263,401,304,1
296,33,509,76,192,74,187,328,340,160,460,448,541,512,550,490,514,461,531,310,202,2
310,174,345,418,441,367,583,677,556,540,281,469,393,357,216,289,160,328,382,280,216,1
228,143,192,314,227,191,226,604,519,571,550,606,365,611,504,269,416,305,249,491,218,2
276,415,190,343,160,166,229,239,307,351,263,548,435,536,603,618,488,484,445,243,264,2
148,158,212,39,276,104,324,365,212,101,385,465,450,719,800,484,558,538,313,254,201,2
412,473,425,541,687,779,747,431,373,100,18,136,138,123,216,83,271,291,277,458,279,1
272,272,265,66,231,322,466,412,474,613,726,450,555,528,311,291,256,245,201,241,182,1
283,245,517,423,713,639,765,585,476,432,229,234,56,34,207,129,230,194,185,367,106,1
337,195,360,336,310,317,597,513,459,586,513,301,416,408,100,258,212,271,104,405,180,1
280,76,309,188,231,128,3,154,318,200,284,522,526,629,755,617,553,502,317,369,385,2
295,204,140,207,202,87,138,317,87,215,38,423,652,766,882,627,469,409,438,462,220,2
269,215,247,174,303,296,433,521,366,276,185,166,423,512,495,584,420,311,261,326,176,0
194,283,407,227,265,391,597,507,625,546,464,559,497,538,390,306,178,287,133,274,141,1
381,355,235,384,502,629,662,518,425,361,470,219,180,380,490,352,184,306,49,256,316,1
276,163,338,424,488,395,619,615,530,385,477,233,322,295,287,237,73,177,203,267,201,1
360,318,414,315,161,362,534,262,523,502,566,406,520,383,407,330,329,347,235,176,255,1
477,319,215,311,333,326,459,503,622,420,377,562,486,422,172,90,190,361,263,320,243,1
317,405,341,269,220,58,182,257,185,466,330,375,430,482,495,642,666,439,383,368,350,2
423,293,351,126,168,219,93,71,272,383,185,422,592,446,527,646,459,221,408,254,164,2
111,349,91,188,238,216,270,261,177,159,507,367,527,651,817,547,450,413,441,235,228,2
372,157,239,177,205,209,408,289,688,372,570,384,605,669,351,338,265,439,349,271,159,2
230,330,212,261,326,275,248,310,248,100,56,106,358,499,556,615,562,536,382,501,154,0
380,189,542,456,718,556,737,575,719,319,208,202,296,211,101,211,281,380,188,347,267,1
246,375,107,287,221,455,141,219,371,427,384,617,680,354,605,385,577,432,258,301,417,2
214,195,299,310,351,451,550,472,371,174,195,9,265,456,475,312,454,458,339,113,50,0
282,373,430,480,395,383,537,495,360,335,42,226,322,212,230,323,243,202,286,260,410,0
213,487,197,357,323,519,278,530,514,508,489,452,382,474,290,259,309,196,274,405,422,1
212,185,325,461,188,288,444,401,684,558,534,461,399,268,509,390,289,198,288,198,341,1
444,352,450,544,533,736,723,446,530,464,411,288,224,228,28,330,240,214,315,204,42,1
158,269,262,316,376,223,355,465,617,451,540,484,717,399,365,458,354,350,242,400,393,2
108,270,304,450,287,487,498,386,573,280,328,350,305,284,264,255,229,373,55,166,135,1
277,247,455,267,398,489,404,497,272,219,72,172,127,484,608,620,470,399,186,311,289,0
173,112,115,196,186,91,128,145,420,300,497,276,410,501,716,463,537,493,224,440,216,2
221,195,511,334,390,495,608,632,533,440,491,322,424,436,290,215,230,120,49,421,279,1
272,263,161,218,391,257,418,463,513,572,713,459,564,277,211,431,363,245,76,355,289,1
