X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,class
389,409,528,528,96,14,10,611,65,55,72,1,0,4,1056,103,636,39,743,647,0,96,11,10,346,672,66,0,0,0,0,0,1,0
754,787,544,544,100,12,11,622,69,44,71,1,0,4,918,67,769,34,761,647,1,100,10,11,411,584,67,0,0,0,0,0,1,0
635,665,581,581,101,13,11,584,58,44,71,1,0,4,1152,291,642,45,793,647,0,101,12,11,347,358,78,0,0,0,0,0,1,0
701,730,598,598,110,15,12,680,71,44,69,1,0,4,1017,178,769,39,706,647,1,110,11,12,411,586,79,0,0,0,0,0,1,0
668,698,638,638,100,13,10,601,61,49,72,1,0,4,1087,59,636,39,765,647,0,100,11,10,346,446,66,0,0,0,0,0,1,0
638,667,689,689,118,14,14,707,58,55,71,1,0,4,1147,314,648,39,743,647,2,118,11,14,495,521,93,0,0,0,0,0,1,0
405,434,744,744,255,35,32,1209,51,68,71,1,0,4,1093,853,497,62,382,586,2,255,15,31,603,1097,238,0,0,0,0,0,1,0
924,954,1169,1169,111,12,13,620,63,42,71,1,0,4,235,154,642,34,761,647,2,111,10,13,499,254,78,0,0,0,0,0,1,0
932,966,1248,1248,238,23,22,1074,50,41,71,1,0,4,178,440,604,67,657,647,2,238,16,22,524,171,194,0,0,0,0,0,1,0
876,903,1333,1334,175,22,31,934,72,42,71,1,0,4,566,343,218,18,324,647,2,175,7,31,740,313,138,0,0,0,0,0,1,0
660,689,1347,1348,107,16,13,659,55,63,71,1,0,4,1103,218,769,39,659,541,1,107,11,12,411,545,79,0,0,0,0,0,1,0
937,968,1392,1393,225,16,19,1026,44,41,73,1,0,4,168,282,678,66,817,647,2,225,16,19,473,142,170,0,0,0,0,0,1,0
875,902,1408,1409,94,15,13,540,59,44,72,1,0,4,577,415,642,34,639,647,2,94,10,13,499,318,78,0,0,0,0,0,1,0
941,971,1428,1429,101,15,11,501,57,33,72,1,0,4,127,291,642,45,751,647,0,101,12,11,347,125,78,0,0,0,0,0,1,0
919,954,1717,1718,333,28,26,1250,48,42,72,1,0,4,241,286,619,89,671,647,2,333,20,26,516,188,250,0,0,0,0,0,1,0
664,705,50,50,354,35,23,1329,87,49,16,0,1,0,717,454,578,169,764,570,0,354,30,22,306,969,293,0,0,0,0,0,1,0
575,600,376,376,107,10,19,722,87,51,15,0,1,0,1015,329,440,30,690,647,2,107,7,19,643,992,85,0,0,0,0,0,1,0
568,594,657,657,61,14,14,437,94,49,15,0,1,0,1049,461,499,24,407,647,2,61,6,14,601,1151,55,0,0,0,0,0,1,0
568,594,706,706,51,10,16,366,103,52,14,0,1,0,1047,982,457,24,596,647,2,51,6,16,630,1189,64,0,0,0,0,0,1,0
394,420,58,58,94,12,10,560,67,44,5,0,1,0,1272,137,636,59,790,647,0,94,11,10,346,452,66,0,0,0,0,0,1,0
777,807,826,826,119,14,20,766,95,42,5,0,1,0,254,249,422,32,460,647,2,119,7,20,651,792,90,0,0,0,0,0,1,0
720,752,981,981,49,19,18,300,97,43,4,0,1,0,511,1154,417,26,330,647,2,49,6,18,654,958,70,0,0,0,0,0,1,0
501,525,1009,1009,36,8,9,165,95,49,6,0,1,0,1207,461,611,25,733,647,2,36,6,9,521,1038,35,0,0,0,0,0,1,0
718,748,1042,1042,48,11,14,306,99,44,5,0,1,0,530,583,455,18,435,647,2,48,5,14,632,1062,49,0,0,0,0,0,1,0
338,362,224,224,186,25,20,1017,88,33,75,0,1,2,928,245,769,61,548,468,1,186,15,16,411,597,139,0,0,0,0,0,1,0
501,533,531,530,90,29,16,534,79,41,21,1,0,5,1225,1193,506,116,644,428,0,90,20,11,258,414,127,0,0,0,0,0,1,0
794,826,551,551,178,21,17,932,72,35,21,1,0,5,302,420,722,84,677,647,2,178,15,17,441,267,146,0,0,0,0,0,1,0
291,332,955,955,164,81,33,1052,103,64,22,1,0,5,916,1310,160,225,618,58,0,164,54,11,50,1295,277,0,0,0,0,0,1,0
300,325,1030,1030,115,46,34,820,102,63,21,1,0,5,939,1316,545,153,511,273,0,115,27,17,287,1270,232,0,0,0,0,0,1,0
450,480,1104,1104,129,37,23,775,83,36,20,1,0,5,1362,919,531,116,462,315,0,129,20,12,275,540,137,0,0,0,0,0,1,0
195,225,1182,1182,112,49,35,809,102,61,21,1,0,5,669,1192,342,153,471,31,0,112,27,10,137,1274,150,0,0,0,0,0,1,0
159,182,1277,1277,96,30,16,712,101,62,21,1,0,5,554,577,143,162,810,58,0,96,29,5,44,1269,88,0,0,0,0,0,1,0
642,670,1565,1566,87,14,11,512,64,41,19,1,0,5,826,395,698,56,743,647,0,87,11,11,375,401,73,0,0,0,0,0,1,0
664,699,1620,1621,164,36,24,883,72,41,18,1,0,5,737,1032,588,122,513,413,0,164,21,16,314,277,184,0,0,0,0,0,1,0
661,697,1632,1633,108,29,22,596,72,33,19,1,0,5,750,1258,582,116,644,423,0,108,20,15,310,250,168,0,0,0,0,0,1,0
663,696,1637,1638,91,22,14,529,80,41,19,1,0,5,756,994,597,85,642,495,0,91,15,12,320,368,104,0,0,0,0,0,1,0
664,698,1683,1684,99,38,20,531,72,33,19,1,0,5,744,1241,576,109,421,434,0,99,19,14,305,207,149,0,0,0,0,0,1,0
660,694,1689,1690,141,25,16,769,73,43,19,1,0,5,763,643,630,91,596,506,0,141,16,14,343,248,129,0,0,0,0,0,1,0
732,769,1696,1697,93,25,10,502,71,43,19,1,0,5,544,564,512,91,596,524,0,93,16,9,262,224,85,0,0,0,0,0,1,0
761,795,1698,1699,104,30,20,636,68,49,19,1,0,5,439,1223,576,70,387,647,2,104,13,20,547,527,149,0,0,0,0,0,1,0
660,695,1701,1702,133,24,23,725,75,41,19,1,0,5,761,1121,725,96,669,447,0,133,17,17,388,247,163,0,0,0,0,0,1,0
660,697,1704,1705,133,41,29,735,74,41,19,1,0,5,750,1283,650,122,432,408,0,133,21,19,353,282,209,0,0,0,0,0,1,0
660,691,1709,1710,91,19,11,510,75,28,18,1,0,5,767,255,559,70,646,480,0,91,13,9,294,291,69,0,0,0,0,0,1,0
658,694,1710,1711,88,25,14,481,74,33,18,1,0,5,758,1235,570,104,679,546,0,88,18,13,301,234,135,0,0,0,0,0,1,0
657,696,1716,1717,146,42,38,798,75,41,18,1,0,5,753,1284,653,128,442,311,0,146,22,20,354,277,224,0,0,0,0,0,1,0
653,695,1718,1719,152,42,25,846,76,42,19,1,0,5,761,1261,559,145,525,421,0,152,25,17,294,348,218,0,0,0,0,0,1,0
656,691,1723,1724,111,27,19,604,71,25,19,1,0,5,771,1197,611,104,622,464,0,111,18,15,330,217,151,0,0,0,0,0,1,0
657,693,1727,1728,104,26,15,556,72,28,20,1,0,5,770,1018,520,109,690,447,0,104,19,11,267,208,120,0,0,0,0,0,1,0
654,695,1735,1736,178,36,26,935,74,34,19,1,0,5,761,1274,665,139,615,489,0,178,24,22,358,274,252,0,0,0,0,0,1,0
817,848,1747,1748,274,42,43,1160,72,42,19,1,0,5,158,803,438,77,315,473,2,274,14,35,645,249,246,0,0,0,0,0,1,0
251,280,1754,1755,248,44,28,1187,91,50,19,1,0,5,815,1152,538,172,650,419,0,248,31,19,281,942,269,0,0,0,0,0,1,0
655,691,1759,1760,115,38,23,650,74,41,19,1,0,5,771,1239,615,109,421,430,0,115,19,16,334,283,169,0,0,0,0,0,1,0
674,707,1761,1762,177,26,22,1031,91,49,19,1,0,5,722,428,634,77,473,478,2,177,14,18,506,921,145,0,0,0,0,0,1,0
644,689,1778,1779,277,70,34,1244,96,52,20,1,0,5,776,1158,493,191,425,345,0,277,36,19,250,1113,300,0,0,0,0,0,1,0
645,677,1783,1784,100,29,23,686,94,49,19,1,0,5,807,1288,678,91,488,480,2,100,16,19,473,1013,170,0,0,0,0,0,1,0
669,704,1787,1788,138,35,34,878,90,49,19,1,0,5,727,1262,687,104,438,386,2,138,18,21,466,953,202,0,0,0,0,0,1,0
646,678,1790,1791,103,21,16,609,79,35,18,1,0,5,800,1113,630,91,720,506,0,103,16,14,343,382,129,0,0,0,0,0,1,0
635,675,1823,1824,132,42,27,848,92,51,18,1,0,5,810,1277,579,133,470,395,0,132,23,17,307,961,206,0,0,0,0,0,1,0
652,688,1826,1827,92,33,21,541,79,33,18,1,0,5,774,903,461,109,507,202,0,92,19,9,233,378,101,0,0,0,0,0,1,0
692,737,1831,1832,159,51,31,988,94,51,19,1,0,5,647,1243,389,181,591,168,0,159,33,13,176,1066,219,0,0,0,0,0,1,0
646,687,1832,1833,190,62,48,1056,86,50,19,1,0,5,777,1312,592,172,415,265,0,190,31,24,316,794,310,0,0,0,0,0,1,0
680,711,1834,1835,216,60,40,1122,86,51,18,1,0,5,707,1136,484,85,224,465,2,216,15,32,613,868,242,0,0,0,0,0,1,0
175,230,1839,1840,325,70,36,1293,93,52,19,1,0,5,608,1070,149,238,786,56,0,325,61,12,46,1042,316,0,0,0,0,0,1,0
683,718,1840,1841,261,55,32,1211,89,51,20,1,0,5,697,605,583,96,293,457,2,261,17,25,540,1010,220,0,0,0,0,0,1,0
662,707,1841,1842,307,96,59,1277,89,50,16,1,0,8,716,1199,580,185,315,161,0,307,34,25,308,949,332,0,0,0,0,0,1,0
438,470,1812,1813,153,45,26,974,97,52,15,1,0,8,1374,1075,488,146,476,281,0,153,25,13,247,1119,180,0,0,0,0,0,1,0
613,640,481,481,88,14,13,641,105,49,15,0,1,0,906,349,605,43,619,647,2,88,9,13,523,1175,72,0,0,0,0,0,1,0
695,733,1571,1572,393,33,34,1378,79,43,16,0,1,0,650,318,585,133,646,591,2,393,23,33,538,800,314,0,0,0,0,0,1,0
380,401,1845,1846,177,24,23,1016,89,43,17,0,1,0,1202,992,573,85,580,647,2,177,15,23,549,783,193,0,0,0,0,0,1,0
486,524,1859,1860,438,45,44,1429,67,44,18,0,1,0,1240,283,552,145,476,546,2,438,25,41,567,685,360,0,0,0,0,0,1,0
427,457,1871,1872,290,28,24,1234,69,44,18,0,1,0,1345,193,736,109,634,504,2,290,19,21,430,623,210,0,0,0,0,0,1,0
673,704,1876,1877,115,13,12,780,91,51,18,0,1,0,725,118,769,56,765,647,1,115,11,12,411,1033,79,0,0,0,0,0,1,0
704,733,1882,1883,129,18,20,827,94,51,18,0,1,0,656,389,508,43,449,562,2,129,9,19,596,971,103,0,0,0,0,0,1,0
393,416,1886,1887,127,13,15,791,89,43,17,0,1,0,1239,175,590,50,733,647,2,127,10,15,533,742,92,0,0,0,0,0,1,0
715,751,1893,1894,119,17,13,793,97,44,18,0,1,0,601,444,708,70,726,647,0,119,13,13,382,1019,101,0,0,0,0,0,1,0
408,434,1894,1895,87,14,12,587,91,44,18,0,1,0,1294,395,698,50,690,647,2,87,10,12,458,918,73,0,0,0,0,0,1,0
454,482,1895,1896,133,18,12,856,94,49,17,0,1,0,1357,244,618,78,733,647,0,133,14,12,336,961,99,0,0,0,0,0,1,0
270,292,1896,1897,148,19,15,920,89,44,17,0,1,0,877,304,714,70,646,647,2,148,13,15,448,902,113,0,0,0,0,0,1,0
433,461,1927,1928,216,21,21,1095,68,44,19,0,1,0,1361,208,563,70,577,647,2,216,13,21,557,640,157,0,0,0,0,0,1,0
563,602,1933,1934,421,36,31,1417,68,49,17,0,1,0,1014,246,752,168,758,585,0,421,30,30,402,887,343,0,0,0,0,0,1,0
678,719,1936,1937,391,35,24,1346,53,44,18,0,1,0,688,122,630,158,742,647,0,391,28,24,343,413,297,0,0,0,0,0,1,0
6,10,828,828,160,23,31,1001,94,56,16,1,0,4,19,502,218,30,311,647,2,160,7,31,740,1162,138,0,0,0,0,0,1,0
14,19,1053,1053,128,21,27,907,90,64,16,1,0,4,42,891,295,37,364,647,2,128,8,27,689,1332,135,0,0,0,0,0,1,0
697,725,354,354,105,14,11,516,47,28,18,1,0,5,673,32,769,50,690,647,1,105,10,11,411,115,67,0,0,0,0,0,1,0
825,856,1159,1159,109,18,18,564,69,25,18,1,0,5,97,468,542,43,449,557,2,109,9,17,577,168,95,0,0,0,0,0,1,0
721,754,1569,1570,147,12,22,750,63,41,17,1,0,5,591,79,369,30,569,647,2,147,7,22,668,154,98,0,0,0,0,0,1,0
402,430,1750,1751,298,25,27,1174,41,41,18,1,0,18,1269,180,539,85,548,647,2,298,15,27,579,118,215,0,0,0,0,0,1,0
143,144,1756,1757,108,11,14,551,55,28,19,1,0,18,504,311,611,50,788,647,2,108,10,14,521,143,85,0,0,0,0,0,1,0
127,129,1757,1758,212,23,26,1000,57,41,19,1,0,18,445,803,532,77,564,647,2,212,14,26,581,175,199,0,0,0,0,0,1,0
40,52,1762,1763,259,25,22,1012,18,27,18,1,0,18,149,212,683,96,636,528,2,259,17,20,469,55,187,0,0,0,0,0,1,0
64,70,1765,1766,129,13,14,627,47,43,19,1,0,18,248,65,611,50,733,647,2,129,10,14,521,101,85,0,0,0,0,0,1,0
192,214,1775,1776,374,31,40,1312,55,41,17,1,0,18,663,530,481,109,558,647,2,374,19,40,615,192,317,0,0,0,0,0,1,0
689,717,1794,1795,96,18,21,637,90,44,14,1,0,18,685,919,445,37,407,647,2,96,8,21,639,814,103,0,0,0,0,0,1,0
619,647,1800,1801,126,23,27,814,93,49,15,1,0,18,882,1054,372,43,371,647,2,126,9,27,666,928,147,0,0,0,0,0,1,0
302,323,1802,1803,212,24,15,1088,47,56,15,1,0,18,949,255,563,117,759,548,0,212,20,14,296,690,157,0,0,0,0,0,1,0
405,452,1837,1838,485,65,54,1450,37,42,15,1,0,18,1292,1050,602,206,542,610,2,485,40,53,526,222,387,0,0,0,0,0,1,0
686,716,1564,1565,123,11,15,800,75,50,24,0,1,0,712,222,590,49,788,647,2,123,10,15,533,903,92,0,0,0,0,0,0,1
265,280,684,684,376,14,103,1343,85,44,13,0,1,4,860,738,44,30,460,647,2,376,7,100,893,689,335,0,0,0,0,0,0,1
795,833,406,406,557,155,186,1549,33,58,13,0,1,4,218,1019,96,147,34,531,2,557,25,171,849,1137,387,0,0,0,0,0,0,1
687,732,426,426,616,155,175,1617,2,61,13,0,1,4,638,334,140,183,62,584,2,616,33,163,811,1126,387,0,0,0,0,0,0,1
810,846,570,570,560,138,202,1543,35,42,13,0,1,4,130,1162,40,123,31,613,2,560,21,199,896,422,387,0,0,0,0,0,0,1
782,814,984,984,244,20,28,1116,61,42,13,0,1,4,333,98,409,51,442,647,2,244,10,28,657,331,165,0,0,0,0,0,0,1
650,680,1033,1033,316,23,36,1255,39,51,13,0,1,4,780,89,287,57,419,647,2,316,11,36,693,407,217,0,0,0,0,0,0,1
255,267,198,198,8,3,3,23,100,52,74,1,0,13,715,143,611,4,817,647,0,8,3,3,330,1174,6,0,0,0,0,0,0,1
38,185,1543,1544,652,237,135,1636,36,42,15,0,1,0,138,642,267,382,496,132,0,652,134,57,83,543,387,0,0,0,0,0,0,1
40,189,1595,1596,674,250,130,1658,29,41,15,0,1,0,152,828,359,389,465,236,0,674,136,65,153,472,387,0,0,0,0,0,0,1
932,960,1221,1221,55,8,13,134,53,13,59,1,0,5,101,346,543,13,733,541,2,55,6,12,576,64,48,0,0,0,0,0,0,1
935,963,1252,1252,124,21,25,416,39,8,59,1,0,5,84,586,277,19,340,647,2,124,7,25,699,33,111,0,0,0,0,0,0,1
933,962,1268,1268,102,15,18,438,55,14,60,1,0,5,96,307,459,19,426,647,2,102,7,18,629,66,81,0,0,0,0,0,0,1
926,957,1368,1369,274,23,41,1048,46,14,59,1,0,5,120,179,181,25,345,647,2,274,8,41,775,53,197,0,0,0,0,0,0,1
912,941,1398,1399,102,15,17,439,54,14,60,1,0,5,221,600,542,30,575,647,2,102,9,17,577,67,95,0,0,0,0,0,0,1
440,464,308,308,138,23,31,862,91,42,50,0,1,9,1206,566,190,14,277,647,2,138,6,31,767,823,123,0,0,0,0,0,0,1
383,399,939,939,94,10,14,580,77,43,47,0,1,9,1067,11,499,14,596,647,2,94,6,14,601,606,55,0,0,0,0,0,0,1
651,680,640,640,300,39,52,1266,82,56,17,0,1,15,792,486,161,43,215,608,2,300,9,51,794,826,245,0,0,0,0,0,0,1
380,395,945,945,173,20,30,1002,85,50,18,0,1,15,1201,109,197,24,315,647,2,173,6,30,760,811,118,0,0,0,0,0,0,1
499,522,1065,1065,97,14,22,695,100,51,16,0,1,0,1238,527,279,24,407,647,2,97,6,22,697,1140,87,0,0,0,0,0,0,1
95,99,848,848,193,24,27,1067,92,51,25,0,1,0,361,827,551,76,527,511,2,193,14,24,568,851,188,0,0,0,0,0,0,1
71,95,855,855,761,274,246,1765,1,55,25,0,1,0,276,899,53,180,12,571,2,756,33,210,886,658,387,0,0,0,0,0,0,1
0,8,192,192,230,34,45,1226,117,64,70,0,1,18,0,1030,238,39,313,528,2,230,11,41,722,1446,239,0,0,0,0,0,0,1
1,13,143,143,493,61,125,1487,91,64,70,0,1,18,1,866,88,62,217,621,2,493,15,116,855,1231,387,0,0,0,0,0,0,1
2,6,160,160,96,10,19,514,61,33,70,0,1,18,5,502,440,18,690,647,2,96,7,19,643,209,85,0,0,0,0,0,0,1
9,13,177,177,111,12,20,716,87,56,70,0,1,18,23,353,422,18,569,647,2,111,7,20,651,796,90,0,0,0,0,0,0,1
14,19,182,180,136,10,21,881,89,55,70,0,1,18,35,299,445,24,756,647,2,136,8,21,639,1029,103,0,0,0,0,0,0,1
6,12,392,392,126,9,16,744,66,42,70,0,1,18,15,146,554,29,817,647,2,126,9,16,565,473,89,0,0,0,0,0,0,1
7,14,407,407,181,10,18,978,64,44,70,0,1,18,18,16,548,34,817,647,2,181,10,18,571,400,107,0,0,0,0,0,0,1
9,13,409,409,96,9,18,669,89,50,70,0,1,18,23,413,459,18,747,647,2,96,7,18,629,1028,81,0,0,0,0,0,0,1
6,9,417,417,178,9,30,1039,87,51,70,0,1,18,15,69,197,12,665,647,2,178,6,30,760,932,118,0,0,0,0,0,0,1
6,12,428,428,131,11,23,875,101,52,70,0,1,18,15,743,447,29,759,647,2,131,9,23,637,1128,127,0,0,0,0,0,0,1
4,8,436,436,195,15,36,1079,86,51,70,0,1,18,11,423,185,18,426,647,2,195,7,36,771,931,158,0,0,0,0,0,0,1
2,5,445,445,146,11,28,927,93,50,70,0,1,18,5,270,211,12,527,647,2,146,6,28,747,997,110,0,0,0,0,0,0,1
0,7,456,456,272,16,31,1215,80,50,70,0,1,18,0,67,334,34,596,647,2,272,10,31,673,815,182,0,0,0,0,0,0,1
0,6,464,464,146,10,20,900,86,50,70,0,1,18,0,263,492,29,786,647,2,146,9,20,607,805,109,0,0,0,0,0,0,1
2,3,466,466,123,16,38,899,111,58,70,0,1,18,5,603,110,6,293,647,2,123,4,38,838,1393,111,0,0,0,0,0,0,1
4,7,471,471,111,13,25,739,92,43,70,0,1,18,11,540,237,12,430,647,2,111,6,25,723,928,99,0,0,0,0,0,0,1
0,3,479,479,172,16,34,1005,89,44,70,0,1,18,0,320,172,12,372,647,2,172,6,34,784,845,135,0,0,0,0,0,0,1
28,29,1707,1708,110,14,21,749,87,56,60,1,0,8,74,247,311,13,407,647,2,110,6,21,682,1060,84,0,0,0,0,0,0,1
25,27,1712,1713,77,13,16,554,95,56,60,1,0,8,66,339,457,13,430,647,2,77,6,16,630,1135,64,0,0,0,0,0,0,1
840,870,45,45,42,9,10,156,80,34,18,1,0,4,33,435,582,24,665,647,2,42,6,10,541,405,39,0,0,0,0,0,0,1
0,0,267,267,69,16,30,317,61,25,17,1,0,4,0,275,91,3,116,583,2,69,2,29,853,148,55,0,0,0,0,0,0,1
2,5,1286,1286,117,14,22,671,71,34,76,0,1,7,5,230,279,12,407,647,2,117,6,22,697,306,87,0,0,0,0,0,0,1
798,825,199,199,277,31,57,1158,76,22,13,0,1,17,256,665,130,37,260,558,2,277,8,54,821,206,240,0,0,0,0,0,0,1
25,28,322,322,459,34,149,1410,60,22,13,0,1,17,83,426,23,30,175,647,2,459,7,140,909,105,380,0,0,0,0,0,0,1
751,781,347,347,120,10,24,765,90,36,13,0,1,17,463,337,245,24,596,647,2,120,6,24,717,758,96,0,0,0,0,0,0,1
66,69,485,485,211,20,49,1061,83,35,13,0,1,17,259,641,118,24,315,647,2,211,6,49,832,431,188,0,0,0,0,0,0,1
710,742,132,132,106,24,16,781,107,55,23,0,1,0,646,907,624,63,435,647,2,106,12,16,511,1263,112,0,0,0,0,0,0,1
518,545,185,185,119,30,24,843,104,51,23,0,1,0,1203,1166,489,56,350,647,2,119,11,24,609,1261,155,0,0,0,0,0,0,1
543,570,234,234,89,23,25,687,112,57,23,0,1,0,1136,1198,506,50,394,485,2,89,10,21,597,1363,127,0,0,0,0,0,0,1
515,539,270,270,154,21,23,1007,108,56,22,0,1,0,1217,239,413,36,364,647,2,154,8,23,656,1278,113,0,0,0,0,0,0,1
677,707,297,297,152,35,32,1015,109,58,25,0,1,0,735,1147,415,56,305,550,2,152,11,30,655,1351,189,0,0,0,0,0,0,1
520,552,339,339,111,33,17,818,108,55,23,0,1,0,1185,1105,531,115,546,437,0,111,20,12,275,1379,137,0,0,0,0,0,0,1
603,629,605,605,183,36,34,1106,113,56,23,0,1,0,945,792,249,42,241,591,2,183,9,33,713,1383,177,0,0,0,0,0,0,1
297,312,633,633,153,23,25,882,86,35,23,0,1,0,932,206,277,30,311,647,2,153,7,25,699,491,111,0,0,0,0,0,0,1
607,639,646,646,136,45,27,943,110,56,25,0,1,0,926,1197,559,76,296,491,2,136,14,23,560,1348,182,0,0,0,0,0,0,1
629,660,655,655,89,22,16,699,115,57,23,0,1,0,861,947,708,63,490,506,2,89,12,14,453,1398,101,0,0,0,0,0,0,1
255,274,662,662,132,34,28,904,104,50,23,0,1,0,831,1128,725,90,407,401,2,132,16,18,439,1213,163,0,0,0,0,0,0,1
630,662,678,678,266,49,48,1268,117,66,23,0,1,0,858,1146,244,69,246,571,2,266,13,46,718,1436,283,0,0,0,0,0,0,1
305,320,681,681,180,40,33,1084,108,51,23,0,1,0,950,766,502,63,293,450,2,180,12,25,600,1242,173,0,0,0,0,0,0,1
671,701,723,723,175,32,31,1080,110,55,25,0,1,0,752,989,415,56,332,585,2,175,11,30,655,1304,189,0,0,0,0,0,0,1
649,683,749,749,163,31,22,1042,109,52,26,0,1,0,802,990,642,108,558,454,0,163,19,17,347,1252,180,0,0,0,0,0,0,1
611,639,768,768,93,16,18,647,100,49,23,0,1,0,924,689,493,36,453,647,2,93,8,18,606,1033,91,0,0,0,0,0,0,1
271,291,778,778,165,27,29,1030,105,50,22,0,1,0,871,732,317,42,329,647,2,165,9,29,680,1181,157,0,0,0,0,0,0,1
621,648,794,794,239,36,41,1179,96,49,25,0,1,0,899,839,222,49,273,647,2,239,10,41,736,1037,224,0,0,0,0,0,0,1
277,299,799,799,195,40,38,982,70,35,25,0,1,0,887,1122,485,76,330,462,2,195,14,30,612,251,222,0,0,0,0,0,0,1
288,307,884,884,274,27,38,1242,103,49,25,0,1,0,911,512,256,56,375,647,2,274,11,38,710,1156,226,0,0,0,0,0,0,1
281,300,902,902,240,37,45,1119,78,36,23,0,1,0,901,421,146,30,131,647,2,240,7,45,806,376,194,0,0,0,0,0,0,1
277,301,905,905,210,51,36,1133,101,51,23,0,1,0,888,1218,581,108,344,455,2,210,19,28,542,1141,255,0,0,0,0,0,0,1
273,294,916,916,245,32,37,1145,86,43,23,0,1,0,879,636,304,56,332,557,2,245,11,35,685,560,213,0,0,0,0,0,0,1
272,296,923,923,327,49,49,1299,100,44,23,0,1,0,873,982,291,84,293,572,2,327,15,47,691,1081,308,0,0,0,0,0,0,1
231,248,944,944,199,30,31,1091,97,43,26,0,1,0,746,924,487,69,387,521,2,199,13,28,611,1000,201,0,0,0,0,0,0,1
532,558,1334,1335,42,9,10,205,87,49,15,0,1,0,1161,193,550,17,558,647,2,42,5,10,569,847,33,0,0,0,0,0,0,1
653,682,135,135,100,19,13,658,80,55,18,0,1,17,782,306,642,50,473,647,2,100,10,13,499,775,78,0,0,0,0,0,0,1
734,766,252,252,85,13,14,548,82,55,17,0,1,15,546,359,559,37,596,647,2,85,8,14,560,733,69,0,0,0,0,0,0,1
815,844,196,196,222,22,32,1049,56,41,16,0,1,15,167,485,311,50,407,647,2,222,10,32,682,212,186,0,0,0,0,0,0,1
802,829,257,257,42,7,9,153,79,34,20,0,1,8,282,255,611,24,773,647,2,42,6,9,521,398,35,0,0,0,0,0,0,1
222,242,986,986,271,18,23,1164,45,50,75,0,1,2,643,70,559,55,733,647,2,271,14,23,560,308,182,0,0,0,0,0,0,1
130,131,1019,1019,274,28,34,1190,69,41,76,0,1,2,390,595,422,50,407,647,2,274,13,34,651,423,233,0,0,0,0,0,0,1
198,213,1072,1072,125,17,22,779,79,43,75,0,1,2,580,332,369,18,390,647,2,125,7,22,668,684,98,0,0,0,0,0,0,1
228,244,271,271,170,18,20,691,40,20,18,1,0,18,739,158,520,50,507,647,2,170,10,20,589,43,120,0,0,0,0,0,0,1
200,313,667,667,455,133,52,1446,93,36,29,0,1,0,679,340,12,362,815,8,0,455,129,7,8,726,376,0,0,0,0,0,0,1
367,398,883,883,154,42,14,1001,108,51,70,0,1,18,984,708,160,161,762,300,0,154,36,7,50,1249,145,0,0,0,0,0,0,1
578,731,711,711,524,205,126,1516,91,52,16,0,1,0,654,1336,458,431,782,469,0,524,158,101,231,976,387,0,0,0,0,0,0,1
658,684,1329,1330,35,7,6,211,108,56,16,0,1,1,775,92,602,30,817,647,0,35,7,6,324,1385,25,0,0,0,0,0,0,1
72,97,996,996,323,79,58,1261,86,28,26,0,1,0,280,1012,533,187,380,77,0,323,35,21,276,406,307,0,0,0,0,0,0,1
378,411,451,451,147,44,26,868,89,43,17,0,1,0,1197,1202,225,192,752,126,0,147,36,10,65,613,196,0,0,0,0,0,0,1
323,416,858,858,491,129,83,1483,97,43,13,0,1,4,1044,1184,102,308,777,18,0,491,108,19,34,1004,387,0,0,0,0,0,0,1
504,534,877,877,162,58,38,1045,110,52,13,0,1,4,1212,1079,769,105,293,272,1,162,18,19,411,1307,188,0,0,0,0,0,0,1
46,99,534,534,117,66,2,826,45,82,0,0,1,0,204,2,3,252,817,408,0,117,63,1,2,1260,64,0,0,0,0,0,0,1
494,600,400,400,414,128,60,1438,103,65,17,1,0,5,1021,740,19,337,813,3,0,414,118,7,13,1432,369,0,0,0,0,0,0,1
354,376,1370,1371,19,16,5,80,106,43,16,0,1,1,1127,1130,178,85,798,408,0,19,15,3,54,1133,29,0,0,0,0,0,0,1
246,278,781,781,503,67,63,1478,46,43,64,0,1,0,701,291,637,167,463,436,2,503,37,45,504,383,386,0,0,0,0,0,0,1
429,497,809,809,380,111,51,1358,96,44,66,0,1,0,1158,1103,77,259,763,17,0,380,82,11,29,894,371,0,0,0,0,0,0,1
554,708,815,815,522,203,103,1511,93,49,65,0,1,0,1059,877,24,422,804,4,0,522,161,13,15,1005,387,0,0,0,0,0,0,1
362,439,840,840,468,122,78,1460,89,36,64,0,1,0,981,861,112,261,734,14,0,468,85,16,39,720,387,0,0,0,0,0,0,1
637,669,217,217,61,26,14,522,124,62,63,0,1,0,1120,949,495,63,516,375,0,61,15,8,251,1448,71,0,0,0,0,0,0,1
431,462,1445,1446,48,22,14,157,72,26,22,1,0,5,1356,1085,283,103,756,216,0,48,18,6,90,185,65,0,0,0,0,0,0,1
