 ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ?), Operating Profit Per Share (Yuan ?), Per Share Net profit before tax (Yuan ?), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,BankruptClass
842,501,737,295,328,389,462,453,683,544,933,422,2748,157,0,906,913,914,253,786,870,156,216,217,565,707,706,727,1402,504,105,1168,208,734,712,4044,3072,1135,594,3222,3,216,294,856,39,324,2839,420,2416,75,3616,149,6579,329,570,277,999,609,1187,3311,3040,487,1154,853,337,4143,4016,916,339,3285,323,5269,261,3434,96,6323,853,4143,3876,113,373,3550,67,6605,0,607,6725,197,322,536,5286,930,832,0,1540,0
125,190,140,106,106,435,799,783,1719,773,2679,1146,169,724,0,185,193,194,213,365,1940,61,256,92,113,305,299,256,1116,216,151,195,3540,3130,1074,1965,1668,2539,6245,8,3,62,347,3410,191,466,1882,471,2185,325,5095,33,335,4817,4655,4875,3054,3864,2680,4335,119,3888,4296,6063,4488,3764,0,178,31,4294,5890,4839,1998,3236,857,277,6063,3764,3,119,230,102,150,2708,0,134,2073,3557,108,236,2672,1311,1213,0,4154,0
1423,1396,1395,1769,1790,2221,2010,1865,896,1972,2891,1189,4316,181,1385,724,731,732,514,684,676,446,563,1549,2336,3787,3786,4803,1572,1888,1279,1635,5913,5737,2201,2327,1932,2275,3408,2122,3,1947,1809,2445,53,159,4604,2172,93,79,992,1259,3250,5957,3783,3791,4957,6500,6208,265,3278,2685,6369,56,6016,465,3211,2524,3897,1099,4708,3538,6373,1433,6470,3995,56,465,3554,6177,5997,3203,6155,217,0,2757,2676,6676,3688,2633,3171,4512,4414,0,3655,0
1669,2084,1637,1866,1888,1985,2677,2611,1912,2253,297,1514,2990,0,487,818,825,826,559,646,828,436,667,4155,5538,5398,5406,5648,1482,2772,1900,1623,5626,5649,1140,509,483,3724,5506,8,3,1856,2561,1775,74,194,4206,173,902,91,3935,1874,2276,6371,5961,5316,3857,6355,4886,1091,4380,1701,4578,4537,5644,935,0,4547,5533,2362,4460,3672,6185,3953,765,1326,4537,935,3,757,367,2871,1082,505,0,5310,4243,6208,3885,4457,652,1521,1423,0,6174,0
3122,2866,3001,2683,2698,3151,3405,3260,1279,3352,2279,1078,5456,456,455,1502,1509,1511,985,1275,1533,874,1029,2811,3198,3225,3220,3191,1489,2440,1582,2880,5589,5665,1144,306,299,3908,1998,8,3,3917,4108,1224,85,312,2937,551,90,99,1622,2023,4181,5953,5340,4261,6347,6352,6433,819,6750,1464,3597,5594,4823,676,0,6512,6771,326,3281,2956,5679,1878,5349,5340,5594,676,3,5374,6171,6690,4931,543,0,6596,5892,536,5428,6243,382,1454,1356,0,6444,0
2467,1704,2198,1908,1933,2379,2353,2214,1074,2248,2857,1249,4093,283,974,1170,1176,1178,630,885,1499,590,706,958,1634,1612,1602,1496,1448,1482,726,1827,3469,3285,2321,3286,2574,1633,614,2611,3,2931,2811,2114,62,384,2365,98,2414,112,1783,1528,5842,2671,1591,1317,3547,3753,4437,1469,4004,3964,4329,304,2817,2259,3817,4752,5137,1267,1248,60,3568,3983,924,6590,304,2259,3860,1097,1279,4535,1048,2792,0,3990,6305,1479,3985,4150,4379,4335,4237,0,2447,0
2727,1628,2439,2251,2266,2681,2689,2607,1084,2654,2338,1176,5020,198,579,1353,1360,1363,622,1205,875,546,674,1705,2257,2104,2094,2039,1467,1644,1138,2437,1235,2550,2264,2893,2310,1897,538,2533,585,2649,2608,694,37,243,3635,1726,2380,63,1070,1477,6050,1092,1148,381,3318,2978,4252,1460,5439,1143,42,383,1061,2084,3977,3243,5760,474,1267,1818,1464,739,2390,6636,383,2084,3633,2656,2643,6204,2664,5437,0,3695,6525,2075,4685,3722,3902,4358,4260,0,2924,0
2736,2659,2455,884,910,1869,2149,1980,1436,2006,2388,1016,4343,96,1394,2124,2131,2130,1100,1179,3621,1019,1314,3171,3294,3177,3177,3043,1726,3894,1517,1982,5546,5366,1287,1040,950,3257,5190,550,135,4172,4558,2940,247,824,823,364,1509,339,5351,2701,3633,6495,5436,5825,5910,6025,6013,1539,5601,3021,6132,2495,6226,1435,1014,6446,6678,459,6152,5051,3841,3900,5606,1685,2495,1435,1227,6467,6515,5040,6335,586,0,6169,6226,6458,1515,5805,1404,2654,2556,0,5422,0
3264,3109,3116,3533,3541,3333,3680,3510,1716,3530,560,272,5437,0,235,2271,2278,2277,1351,1528,3470,1228,1510,3948,3854,4109,4115,4116,1051,3214,2410,2726,5712,5689,1140,261,257,3950,5720,8,3,4415,4777,665,86,1156,395,2379,1101,98,5299,2987,4982,6197,5362,4701,6568,6396,6552,726,6740,1924,5364,6291,5160,600,0,6818,6589,3254,3829,3125,5918,2155,5128,1132,6291,600,3,5102,6055,6624,4660,419,0,6790,6689,5734,6561,6711,326,1454,1356,0,6500,0
2237,2102,2059,2814,2821,2389,2573,2416,1352,2458,1034,472,4792,953,999,903,910,911,617,786,1044,523,697,2601,3970,4952,5011,5060,1552,2923,1871,2309,5632,5575,1146,371,360,3847,4711,13,3,2520,2685,982,90,706,1057,48,508,105,3787,2191,3478,5960,4879,4215,5556,6321,6122,717,6208,2030,5337,3854,4885,620,0,3940,4137,4984,3128,2509,5646,1095,6023,2352,3854,620,3,6121,6526,4971,5773,499,0,5258,5147,4935,5639,4334,466,1704,1606,0,6360,0
2353,2285,2135,3754,3761,3371,3723,3523,1129,3537,1725,622,5368,0,1214,1653,1660,1659,768,945,444,734,878,2198,2889,2504,2497,2748,1407,1648,1113,1898,5958,5961,1140,101,107,4100,4544,8,3,3548,3606,236,28,240,3673,869,64,31,1931,2636,4744,6258,5874,4429,6432,6684,6648,255,6683,749,97,5019,5105,232,0,4986,5568,3211,5282,4311,6688,2488,6352,2713,5019,232,3,5427,6467,5557,4929,172,0,5816,4847,6095,6789,4809,130,1454,1356,0,6696,0
1591,1593,1580,1092,1173,1511,2238,2139,1856,2127,2284,1121,3160,299,757,1487,1494,1522,590,843,1338,404,672,1462,1702,3448,3440,2981,1590,3518,1371,2007,1710,1766,2299,2765,2228,1979,3171,2151,1502,1612,2533,1969,54,217,3960,2392,108,96,2237,1126,4762,1546,1246,1033,779,1879,1150,2507,3635,5441,3338,1038,1500,2859,3531,4232,4708,1117,1871,332,2241,3296,1543,3850,1038,2859,3143,1880,1878,3780,1912,4850,0,3349,5676,1092,2024,3353,3742,4836,4738,0,3084,0
2082,2038,1970,1719,1734,2238,2478,2330,1428,2380,2815,1426,4623,654,1008,1921,1927,1923,793,1211,2367,695,890,4438,5191,4588,4695,4727,1467,1856,1776,2867,5082,4941,1210,891,822,3385,6019,8,3,3437,3690,1761,91,954,629,2253,1557,114,5063,2707,2068,6102,5017,5285,6538,5538,6261,2307,6245,3135,5653,5919,5410,1915,0,6767,6047,1245,3721,2371,5640,2036,5563,603,5919,1915,3,5691,6025,6068,5388,1061,0,5201,5534,6243,3576,4494,1190,2298,2200,0,5636,0
3046,2936,2905,3128,3132,2981,3146,2986,1216,3054,771,272,5308,0,672,1165,1171,1173,937,1303,1893,877,1022,4296,5188,5016,5052,5117,1578,2855,2401,3426,5368,5436,1140,917,842,3365,5929,8,3,3920,4079,1995,121,493,1745,215,1653,153,4015,2635,789,6519,6421,6143,6643,6109,6366,2223,6646,1809,4046,5125,6207,1856,0,6362,5504,5359,3371,2881,5623,1971,6475,723,5125,1856,3,6698,6662,6764,6603,768,0,6631,3501,5154,6074,6460,1223,1454,1356,0,5603,0
1961,1542,1939,2133,2154,1926,2322,2184,1579,2478,672,1423,4230,116,990,802,809,810,570,836,685,416,596,650,1147,1364,1356,1479,1438,1391,470,2090,4013,4312,2029,2037,1724,2483,1265,1704,3,1714,2056,953,49,266,3386,168,2424,73,2010,1327,5862,3842,3634,2603,5267,5025,5399,2058,5022,2082,2095,1216,3536,2220,2711,3606,3772,2677,4192,3486,5457,1673,4827,5827,1216,2220,2574,4298,4419,5209,4181,2194,0,3399,2469,6682,4459,3201,2763,4365,4267,0,4063,0
3100,3037,3000,2447,2466,2859,3060,3002,1330,3027,2834,1412,4004,463,145,2057,2064,2063,1304,1394,3412,1186,1444,3303,3509,3483,3474,3434,1484,2585,1839,2100,4218,4689,1379,2144,1801,2406,5438,1356,3,4371,4715,3704,142,219,3927,427,1568,222,5361,2946,3748,6086,6588,6260,6330,5249,5551,4612,5742,1803,1841,6350,6079,4045,0,6710,6528,3061,2289,2202,4548,1206,4638,1112,6350,4045,3,5206,5219,6212,5090,1970,0,6740,6409,5796,5024,6750,2904,3122,3024,0,3922,0
2822,2797,2807,3444,3454,3015,3521,3404,2004,3443,1435,694,4920,0,0,1401,1408,1411,952,1051,1201,710,991,2480,2797,3313,3307,3396,1374,1059,1552,2135,4245,4584,1140,667,625,3582,4541,8,3,3463,3967,929,64,348,2632,293,377,78,2751,2295,2928,3934,3546,2529,5805,5223,5872,1738,6429,1998,2232,5962,2995,1434,0,6414,5633,4993,2686,2423,4756,1672,4399,2450,5962,1434,3,4189,4904,6186,3924,1941,0,6584,5542,3968,6464,6320,869,1454,1356,0,5957,0
2100,2265,2130,3331,3341,3107,2821,2848,519,2849,940,414,5275,955,0,1181,1187,1189,685,1191,1037,703,730,4371,5043,2566,2565,4340,1534,2644,1062,3351,5261,5303,1198,651,612,3595,4926,8,3,3464,2943,844,70,773,922,2327,551,86,4116,2729,4111,6058,5629,4956,6147,6007,6111,1717,6645,1939,4082,6243,5196,1408,0,5629,4114,5484,4500,3661,6079,1923,6474,1986,6243,1408,3,6412,6572,6669,6194,877,0,5616,5159,5504,6334,4869,845,2302,2204,0,5981,0
1010,1048,1050,1269,1277,1300,1288,1262,1102,1382,310,1439,902,0,0,373,380,381,456,570,429,351,492,5061,5150,4784,4786,4974,1404,1122,1871,1288,5547,5682,1140,188,189,4018,3480,8,3,1159,1269,648,69,664,1158,1306,233,76,217,936,986,4903,3985,2509,6137,6382,6475,409,906,993,1033,4361,3563,354,0,733,1538,3213,2332,2604,5358,1859,283,3921,4361,354,3,199,73,1432,405,585,0,1539,1138,6053,2471,1531,233,1454,1356,0,6593,0
2086,837,1811,467,459,853,989,1009,1076,1095,2893,1267,3558,84,0,955,961,963,398,926,1179,283,405,344,625,748,747,759,1349,719,810,2284,280,992,650,2167,1820,2387,295,1798,3,694,850,987,64,412,2179,944,2419,98,720,817,4553,298,1433,720,3515,873,2966,4608,5258,521,725,6020,382,4055,0,1727,880,1806,6160,5227,372,3894,4306,6471,6020,4055,3,4145,4233,5626,4047,6530,0,1150,5694,3572,577,1180,2939,923,825,0,3887,0
2240,1466,2209,1838,1859,2026,2217,2061,1345,2089,220,1241,5184,0,1160,753,760,761,511,799,505,408,564,1565,1895,1752,1741,1650,1390,1835,981,2139,5664,5756,1140,207,208,3999,1731,8,3,1640,1823,882,52,160,4600,1649,2432,61,3405,1723,6262,5768,5357,3792,6364,6468,6500,562,6584,853,459,5701,4494,466,0,5720,4673,1086,4540,3896,6228,2238,6647,5650,5701,466,3,6569,6730,5651,6353,467,0,3282,4488,706,3831,2682,255,1454,1356,0,6571,0
2380,2320,2204,3475,3484,3167,3522,3286,1640,3326,1257,382,2722,0,1123,1260,1267,1270,655,615,499,555,754,4403,4999,4591,4594,4554,421,4121,2041,1240,6012,5971,1140,99,105,4102,5090,8,3,2717,2973,987,49,206,4073,2270,247,55,2896,2471,3987,6399,5747,4803,6587,6695,6697,220,3921,1393,5494,4204,5383,204,0,4670,5423,2702,5133,4206,6617,2462,6773,1976,4204,204,3,6758,6799,2084,6649,118,0,5358,2569,6141,6500,4281,128,1454,1356,0,6698,0
2480,1958,2367,2795,2809,2833,2736,2743,911,2960,441,1057,3888,50,11,245,252,253,545,719,296,437,571,5362,5901,5881,5886,5938,1749,2484,2185,2269,1044,1119,1332,1813,1559,2648,339,1478,3,1866,1872,1007,55,737,993,2336,2409,74,2104,1909,6275,1088,1202,941,2981,1402,3162,3077,5215,6176,2656,3123,1012,2855,2350,297,5126,2069,1908,494,1250,3983,326,6658,3123,2855,1501,438,508,5312,549,5665,0,4624,4779,6530,5608,4277,2476,2966,2868,0,4350,0
2720,2689,2656,2482,2501,2297,2489,2434,1364,2461,719,38,4934,0,414,933,939,941,763,901,2040,655,837,4257,5350,5281,5288,5338,1513,3384,2225,2801,5685,5667,1140,720,670,3537,4429,8,3,3244,3429,1297,153,944,644,265,1078,202,3911,2166,2318,6623,6365,6124,6588,6381,6461,1320,6296,1867,5159,3556,6311,1162,0,5905,4570,5946,1749,1473,5197,1558,5638,2565,3556,1162,3,6214,6431,5963,5953,446,0,6371,583,4941,5096,5971,942,1454,1356,0,5884,0
222,188,169,1928,1954,347,463,422,931,403,1851,782,128,0,0,415,422,423,236,441,601,175,298,535,125,11,12,81,1307,399,131,501,5702,5486,1140,449,432,3775,6251,8,3,262,450,1901,75,606,1327,2147,1782,85,3335,139,401,6596,5637,6001,6226,6207,6257,1229,94,2900,6237,6626,6113,1002,0,473,666,6509,4454,3186,6197,1790,276,343,6626,1002,3,150,91,330,279,429,0,220,1329,4003,4026,431,568,1454,1356,0,6258,0
2389,2412,2188,3321,3330,2767,3287,3069,1864,2881,1429,551,5512,0,849,764,771,772,605,907,602,502,713,4087,5290,5025,5037,5250,1483,2735,2075,3024,6061,6005,1156,59,65,4142,5589,8,3,2334,2803,609,66,849,784,2212,734,73,2690,2066,1442,6651,6152,5611,6431,6744,6680,183,6793,1597,6191,6626,5942,171,0,5373,4932,4775,4794,3925,6443,2187,6552,1381,6626,171,3,6497,6778,6433,6190,69,0,5964,774,5682,6322,4976,83,1870,1772,0,6743,0
2009,1804,2008,1902,1926,2032,2178,2107,1297,2148,297,1128,2761,306,513,291,171,172,648,990,1335,494,713,4063,5042,5468,5479,5729,1466,3109,1793,2335,286,723,2504,5119,3858,349,198,3829,3,2302,2443,3875,75,326,2815,259,29,245,278,1059,2163,206,1985,1478,733,720,429,5839,3576,437,1241,2269,163,6270,2807,801,4192,3039,608,4620,325,3212,2801,5720,2269,6270,3395,2808,2850,4928,2699,6524,0,4078,1976,459,3966,5672,6430,5098,5000,0,396,0
542,414,461,1627,1637,979,757,744,535,684,1002,536,2568,157,0,71,77,78,300,715,938,315,354,1963,4196,611,609,1681,1221,344,495,3300,1047,303,759,4848,3652,555,1491,3661,3,880,642,4879,101,878,735,2073,414,270,3944,694,4258,1541,919,4972,1900,250,920,6469,3847,6448,5351,5482,1979,6380,0,96,990,6523,1854,4758,1251,3288,1256,3578,5482,6380,3,856,1327,5109,498,5662,0,422,2509,940,3353,287,6146,876,778,0,680,0
2257,2130,2407,3203,3197,2645,2155,2266,589,2318,1327,410,4575,165,0,962,968,970,654,921,1567,675,667,2794,2503,2879,2881,2870,1445,1529,1422,2864,5015,4701,1285,896,826,3381,5965,479,3,3320,2551,3029,107,281,3237,2186,1503,133,2576,1940,436,6027,4696,5190,5698,5346,5585,2368,6220,3386,5766,6324,5299,1958,0,4801,3124,6443,2715,1113,5207,832,807,671,6324,1958,3,479,351,6036,705,1133,0,5443,1291,3977,6167,4746,1195,2855,2757,0,5631,0
2970,2759,2885,2981,2987,3143,3490,3337,1566,3373,2920,1368,5388,288,427,2176,2183,2182,1201,1412,2351,1070,1304,2271,2772,2799,2801,2770,1508,2622,1433,2820,5607,5687,1195,297,291,3916,1728,190,3,4243,4577,695,69,448,1970,489,13,80,2109,2210,5429,5681,4893,3661,6163,6377,6407,611,6673,1346,3075,4089,4444,528,429,6699,6637,989,3837,3339,5883,1936,5776,5653,4089,528,405,5582,6302,6404,5175,524,0,6448,6289,189,5868,5956,372,2234,2136,0,6454,0
3099,3022,2999,3303,3311,3262,3565,3428,1430,3454,293,1498,5344,0,147,2202,2209,2208,1310,1483,2829,1181,1441,3169,3488,3184,3182,3178,1523,2779,1592,3038,5764,5784,1140,483,460,3747,5839,8,3,4366,4712,733,86,818,836,60,1291,103,5129,2961,3616,6727,6690,6481,6805,6478,6649,1287,6690,1490,4402,6240,6458,1058,0,6785,6558,2748,4663,3848,6311,2395,6283,901,6240,1058,3,6348,6587,6653,6096,367,0,6729,5148,6230,6300,6597,610,1454,1356,0,6216,0
2714,2549,2685,3303,3311,2601,2743,2707,1284,2766,1527,529,5399,0,247,1230,1237,1239,758,943,1525,653,808,3821,4804,4537,4536,4610,1482,2691,2043,2804,5908,5830,1140,132,138,4069,4562,8,3,3268,3361,1311,103,464,1892,4,550,117,2911,2028,2238,6318,5214,4732,6433,6570,6592,375,6715,2074,6080,5942,5256,331,0,5703,4076,6194,2580,1948,5615,1781,5697,2662,5942,331,3,5953,6607,6069,5524,222,0,6201,1555,4389,6299,5407,169,1454,1356,0,6657,0
1071,974,988,3197,3203,1013,1341,1133,1480,1008,1883,829,4894,0,0,1507,1514,1516,402,776,717,326,498,725,830,928,921,870,1416,1689,267,1344,6077,6032,1140,92,98,4109,6424,8,3,961,1315,526,44,505,1687,2394,1881,49,1653,851,140,6804,6782,6539,5486,6770,6392,236,6371,1104,4905,5139,6536,214,0,2203,1485,5332,5236,4285,6681,1876,6375,150,5139,214,3,5967,6653,3973,5523,53,0,1430,2177,5979,6161,1469,120,1454,1356,0,6706,0
1102,1147,1024,419,409,1217,1328,1278,1237,1365,2428,961,1380,139,2432,2118,2125,2124,546,563,3796,568,604,621,1061,1009,1000,1048,1369,2375,422,813,2220,1135,3448,4507,3386,821,4831,3302,598,2735,2060,4467,304,1029,536,538,1958,614,5521,1476,2893,3857,4804,5615,2507,2142,1514,6066,1603,5161,4066,4311,5081,6018,1145,4257,1803,2839,5851,4769,1417,3171,3091,1346,4311,6018,2092,3380,3295,1593,3494,4243,0,1769,6068,2093,497,1809,5791,5713,5615,0,1035,0
2833,2203,2747,3062,3069,3246,3475,3267,1095,3291,2713,1259,5186,260,848,1122,1128,1130,706,1117,700,653,791,2098,2699,2621,2608,2579,1486,2077,1282,2451,3511,4274,1798,1810,1557,2650,830,1918,657,3211,3219,503,42,335,2729,1885,2389,62,1577,2114,6095,2567,2508,1142,4751,4996,5375,1266,5997,693,0,709,2230,1492,3393,5433,6598,311,3366,3280,4595,1544,5820,6428,709,1492,2800,5127,5253,6368,4962,2744,0,5451,5704,1370,5982,5153,2473,4041,3943,0,4353,0
2767,1679,2428,2172,2191,2652,2966,2724,1511,2564,2790,1152,5427,269,1219,906,913,914,555,1030,516,471,641,1074,1897,1906,1899,1669,1264,1272,861,2408,5166,5395,2082,1305,1179,3028,1072,1577,3,2144,2385,344,36,346,2648,1885,2386,54,1779,1690,6164,4018,3312,1803,6106,6125,6425,522,6246,693,0,378,3370,648,3147,5234,6189,328,4197,3739,5896,2278,5736,6313,378,648,2633,5009,5319,6431,4770,974,0,4148,4938,1234,4543,3658,1780,4450,4352,0,5046,0
1101,1514,1074,1141,1156,1126,1681,1616,1697,1395,352,1377,1411,117,884,944,950,1013,474,583,2438,336,628,1822,760,3769,5213,1408,1466,1933,1554,1271,3582,4167,1997,3076,2435,1772,2196,2023,3,1036,2251,2001,129,518,1629,1674,291,225,4109,894,5190,4225,5317,3764,5438,4998,5039,3408,1645,976,261,1610,4452,3651,2509,3269,2961,4690,330,812,3175,232,1821,4612,1610,3651,2943,1435,1535,1648,1427,2663,0,3369,1133,4477,2149,3450,4129,3150,3052,0,2697,0
1462,1231,1538,2471,2490,1484,1263,1374,856,1452,1345,682,1140,143,0,706,713,714,486,523,2176,438,472,3927,5388,4942,4943,5120,1375,2875,2451,1068,1242,1171,2954,3358,2619,1588,3173,2428,3,1875,1191,3713,121,449,1964,2289,556,248,3428,1241,2699,1614,2306,3208,2319,1026,1628,5465,1228,6148,3975,4739,1656,5158,793,2064,1794,6476,6251,4968,1260,3326,1483,3082,4739,5158,928,1093,1287,1215,1033,5428,0,2166,3426,1796,5077,2168,4466,128,30,0,2360,0
2424,2471,2587,2663,2677,2354,2176,2288,896,2340,879,440,4473,93,0,945,951,953,706,809,1918,653,714,3382,3728,3541,3533,3533,1493,2411,1597,2142,5578,5383,1148,554,526,3681,5078,8,3,3270,2868,3627,144,218,3944,2286,1266,174,2931,1842,993,6530,5518,5891,4984,6056,5416,1499,6133,3000,6151,6626,6034,1236,0,5496,3837,6272,1809,493,5156,3840,3224,1828,6626,1236,3,3401,3937,5262,3278,554,0,6054,421,4463,5395,5424,714,1796,1698,0,6112,0
2177,2327,2183,2246,2260,2197,2258,2246,1200,2299,533,295,190,0,94,1208,1214,1216,710,433,2033,620,753,4258,6037,6138,6146,6161,782,2780,2354,783,5947,5863,1140,260,256,3951,6179,8,3,3106,3080,2668,133,426,2101,68,1964,159,3976,2100,452,6788,6397,6592,6581,6582,6560,697,135,2345,6307,5758,6563,579,0,5609,4435,5376,3021,2100,5755,1677,901,453,5758,579,3,432,152,631,733,183,0,5856,1389,5333,4675,4980,322,1454,1356,0,6504,0
2655,2690,2630,1818,1840,2246,2328,2322,1223,2373,2915,1390,342,348,83,2076,2083,2081,1113,185,3382,1023,1222,4167,4284,4158,4158,4155,1733,4230,1989,421,5264,4603,1213,1212,1102,3105,5933,8,163,4176,4415,4216,171,327,2809,2246,1823,265,4811,2580,1000,6678,5272,6734,5459,5202,5186,3067,259,4019,6292,6330,6644,2577,0,6101,5700,3853,2562,5361,5267,3986,4987,680,6330,2577,3,5654,5873,452,5419,874,0,6232,3297,5005,3792,5931,1642,2386,2288,0,5184,0
2091,2037,1951,2691,2708,2437,2580,2447,1298,2491,837,1481,548,146,861,651,658,659,609,469,954,516,675,4282,5519,4664,4666,4800,1645,2989,1763,847,4186,4227,1504,2142,1800,2407,4372,1278,3,2472,2593,1746,79,702,1069,37,417,119,2766,1845,2727,4914,4557,4139,3404,4867,3556,2977,633,2867,3816,2205,4662,2915,1843,4013,4128,4535,3840,2930,5309,3818,1111,2445,2205,2915,2012,1180,1152,778,1263,2005,0,4947,997,4539,5443,4710,2902,3400,3302,0,3924,0
2364,2114,2453,1706,1718,2332,2455,2546,1274,2607,2691,1002,4522,224,0,856,863,864,623,909,927,496,674,2038,2708,2868,2871,2942,1066,3860,1443,2652,3754,4155,1510,1023,937,3270,867,438,3,2316,2431,1215,79,308,2981,609,2450,109,640,1218,4073,3377,3134,2193,5496,4761,5567,1991,5996,2303,2139,3710,2718,1754,1161,4522,6367,597,1870,1683,4056,1326,6317,6273,3710,1754,833,6264,6364,5723,6060,2476,0,5117,4899,772,3542,4472,1378,3408,3310,0,5448,0
2353,2049,2407,1849,1872,2484,2573,2614,1225,2662,2667,1180,4386,205,0,1055,1061,1063,687,1079,1258,576,720,3682,3855,4364,4367,4261,1684,4248,2038,3002,1020,1986,1758,3002,2385,1822,335,2100,3,2850,2896,829,67,547,1509,789,2425,140,709,1285,5080,1054,1670,866,4976,2160,4829,2959,5227,5411,1008,1213,1034,3287,3611,4934,6411,409,481,350,1129,1170,825,6671,1213,3287,3253,981,1146,6012,972,5694,0,4875,5141,2461,3849,4974,4040,4089,3991,0,2786,0
787,972,791,1906,1931,1985,1255,1222,521,1270,348,197,715,0,0,896,903,904,429,468,2089,568,471,1709,2037,904,899,882,1264,1005,605,810,4905,4934,1140,1765,1521,2686,6377,8,3,2761,1184,2598,116,619,1280,2346,2152,182,5118,2610,423,6625,6712,6809,6719,5640,6211,4073,622,2414,4271,6427,6707,3520,0,5270,1499,6249,3487,2739,5464,1986,845,151,6427,3520,3,395,453,822,495,1247,0,1411,1813,5284,3973,1429,2417,1454,1356,0,4409,0
2648,2522,2630,1592,1600,1776,1879,1903,1234,1963,184,119,2794,243,0,547,554,555,738,835,2962,630,782,5153,5773,5849,5855,5872,1615,4146,2687,3123,3168,1639,1366,3582,2767,1440,6285,555,3,3120,3095,4433,244,1194,355,2334,2232,510,5147,2467,288,5384,3936,6306,5576,1831,4253,5788,4237,5249,5601,5620,6012,5489,222,1390,4080,5974,6208,4491,2630,2993,4357,190,5620,5489,536,5431,5104,4967,5595,3137,0,6002,2398,2038,3263,6391,4743,3141,3043,0,2083,0
1382,1481,1422,1001,1019,1200,1526,1498,1463,1582,124,1260,1212,240,173,546,553,554,541,520,2602,363,577,1586,1007,1915,1908,1995,1514,2314,1087,1047,1247,942,2923,4824,3636,571,3137,3987,250,1260,1917,4565,134,421,2131,2339,745,347,3670,980,2428,1869,3550,4559,1744,1208,974,6196,1355,6079,3663,3873,2605,6230,1650,1338,2599,4430,931,5181,1428,3252,2068,2642,3873,6230,2727,1722,2022,1255,1395,5421,0,2793,3840,1367,1795,3480,6122,5581,5483,0,704,0
3022,2978,2933,3137,3141,3184,3459,3330,1330,3368,168,1511,5373,0,292,2013,2019,2017,1198,1296,2353,1080,1289,2704,3009,2714,2712,2705,1445,1842,1166,2086,5968,5944,1140,228,228,3979,6297,8,3,4256,4560,1817,91,235,3736,318,1946,103,3969,2734,449,6813,6796,6763,6756,6663,6677,659,6702,1292,4808,6399,6670,545,0,6516,6527,2747,4604,3847,6347,2298,2718,310,6399,545,3,2667,2083,6394,2767,162,0,6705,2234,6355,6085,6479,281,1454,1356,0,6545,0
3038,2858,2930,1915,1941,2137,2271,2262,1290,2310,195,73,4114,1002,84,1477,1484,1486,1061,1263,3336,954,1126,4762,5633,5567,5580,5609,1637,3455,2562,3297,3802,3437,1141,2328,1933,2274,4122,236,3,4072,4310,3437,218,747,969,228,1204,347,4602,2394,2555,5579,5375,5777,6197,4052,5331,4799,5815,3867,4664,5910,5527,4250,38,6158,5144,5531,5705,4556,3042,347,5524,2392,5910,4250,178,6346,6141,6373,6346,2422,0,6511,4334,3699,4000,6569,3173,1571,1473,0,3653,0
